store|1001001|1|1|549011.32|150|store|1001001|1|1|1351323.21|358
store|1001002|1|1|971417.53|250|store|1001002|1|1|728681.75|202
store|1002001|2|1|798630.58|217|store|1002001|2|1|1343278.69|358
store|1002002|2|1|866015.79|257|store|1002002|2|1|699014.56|175
store|1003001|3|1|660108.04|175|store|1003001|3|1|1363347.94|367
store|1003002|3|1|720691.15|200|store|1003002|3|1|636043.95|161
store|1004001|4|1|793775.72|192|store|1004001|4|1|1210318.27|329
store|1004002|4|1|779158.73|221|store|1004002|4|1|810561.87|192
store|2001001|1|2|933064.90|226|store|2001001|1|2|1470150.20|384
store|2001002|1|2|933063.90|252|store|2001002|1|2|592425.67|165
store|2002001|2|2|842759.10|223|store|2002001|2|2|1697733.65|417
store|2002002|2|2|673154.24|188|store|2002002|2|2|663082.59|169
store|2003001|3|2|530052.64|157|store|2003001|3|2|1191440.71|315
store|2003002|3|2|835844.21|232|store|2003002|3|2|672406.16|178
store|2004001|4|2|1034292.66|245|store|2004001|4|2|1431087.37|391
store|2004002|4|2|897132.04|203|store|2004002|4|2|834976.75|194
store|3001001|1|3|663156.32|172|store|3001001|1|3|1268617.73|329
store|3001002|1|3|943470.88|219|store|3001002|1|3|542948.99|152
store|3002001|2|3|870511.24|190|store|3002001|2|3|1411548.55|394
store|3002002|2|3|1054966.54|249|store|3002002|2|3|729113.23|194
store|3003001|3|3|844764.51|232|store|3003001|3|3|1458674.03|399
store|3003002|3|3|830937.31|202|store|3003002|3|3|687569.87|173
store|3004001|4|3|731576.18|174|store|3004001|4|3|1193629.67|315
store|3004002|4|3|927196.32|231|store|3004002|4|3|649307.24|182
store|4001001|1|4|865389.14|226|store|4001001|1|4|1373445.58|361
store|4001002|1|4|1099129.35|243|store|4001002|1|4|645019.98|152
store|4002001|2|4|697307.61|171|store|4002001|2|4|1370776.84|379
store|4002002|2|4|1019022.05|266|store|4002002|2|4|743426.70|208
store|4003001|3|4|783424.54|198|store|4003001|3|4|1163613.53|326
store|4003002|3|4|890829.00|217|store|4003002|3|4|668194.95|171
store|4004001|4|4|659836.97|179|store|4004001|4|4|1396517.84|348
store|4004002|4|4|833654.21|209|store|4004002|4|4|659937.22|177
store|5001001|1|5|656952.94|177|store|5001001|1|5|1176655.65|354
store|5001002|1|5|762958.05|207|store|5001002|1|5|671989.74|181
store|5002001|2|5|619565.45|157|store|5002001|2|5|1087501.51|313
store|5002002|2|5|815032.40|220|store|5002002|2|5|854357.67|192
store|5003001|3|5|839752.67|213|store|5003001|3|5|1500773.15|390
store|5003002|3|5|1056826.68|278|store|5003002|3|5|738623.06|197
store|5004001|4|5|890830.00|234|store|5004001|4|5|1545568.29|400
store|5004002|4|5|1056658.86|288|store|5004002|4|5|851951.94|216
store|6001001|1|6|28453.45|9|store|6001001|1|6|37632.96|14
store|6001002|1|6|58846.06|11|store|6001002|1|6|28335.86|10
store|6001003|1|6|53830.26|9|store|6001003|1|6|27996.72|10
store|6001004|1|6|26225.16|6|store|6001004|1|6|17543.14|7
store|6001005|1|6|52487.18|13|store|6001005|1|6|61912.22|14
store|6001006|1|6|64925.06|11|store|6001006|1|6|15283.67|6
store|6001007|1|6|13700.14|9|store|6001007|1|6|64158.30|14
store|6001008|1|6|86144.67|20|store|6001008|1|6|161214.99|34
store|6002001|2|6|65086.90|16|store|6002001|2|6|69701.52|20
store|6002002|2|6|65354.19|11|store|6002002|2|6|47859.39|18
store|6002004|2|6|46141.34|16|store|6002004|2|6|11609.52|5
