able|AAAAAAAACAAAAAAA|5271|1.57|2.08|0.32|0.44|1.02|0.76|1.93
able|AAAAAAAACAAAAAAA|5271|1.57|2.08|0.32|0.44|1.02|0.76|1.93
able|AAAAAAAACAAAAAAA|5271|1.57|2.08|0.32|0.44|1.02|0.76|1.93
able|AAAAAAAACAAAAAAA|5271|1.57|2.08|0.32|0.44|1.02|0.76|1.93
able|AAAAAAAACAAAAAAA|5271|1.57|2.08|0.32|0.44|1.02|0.76|1.93
able|AAAAAAAACAAAAAAA|5271|1.57|2.08|0.32|0.44|1.02|0.76|1.93
able|AAAAAAAACAAAAAAA|5271|1.57|2.08|0.32|0.44|1.02|0.76|1.93
able|AAAAAAAACAAAAAAA|5271|1.57|2.08|0.32|0.44|1.02|0.76|1.93
able|AAAAAAAACAAAAAAA|5271|1.57|2.08|0.32|0.44|1.02|0.76|1.93
able|AAAAAAAACAAAAAAA|5271|1.57|2.08|0.32|0.44|1.02|0.76|1.93
able|AAAAAAAACAAAAAAA|5271|1.57|2.08|0.32|0.44|1.02|0.76|1.93
able|AAAAAAAACAAAAAAA|5271|1.57|2.08|0.32|0.44|1.02|0.76|1.93
able|AAAAAAAACAAAAAAA|5271|1.57|2.08|0.32|0.44|1.02|0.76|1.93
able|AAAAAAAACAAAAAAA|5271|1.57|2.08|0.32|0.44|1.02|0.76|1.93
able|AAAAAAAACAAAAAAA|5271|1.57|2.08|0.32|0.44|1.02|0.76|1.93
able|AAAAAAAACAAAAAAA|5271|1.57|2.08|0.32|0.44|1.02|0.76|1.93
able|AAAAAAAACAAAAAAA|5271|1.57|2.08|0.32|0.44|1.02|0.76|1.93
able|AAAAAAAACAAAAAAA|5271|1.57|2.08|0.32|0.44|1.02|0.76|1.93
able|AAAAAAAACAAAAAAA|5271|1.57|2.08|0.32|0.44|1.02|0.76|1.93
able|AAAAAAAACAAAAAAA|5271|1.57|2.08|0.32|0.44|1.02|0.76|1.93
able|AAAAAAAACAAAAAAA|5271|1.57|2.08|0.32|0.44|1.02|0.76|1.93
able|AAAAAAAACAAAAAAA|5271|1.57|2.08|0.32|0.44|1.02|0.76|1.93
able|AAAAAAAACAAAAAAA|5271|1.57|2.08|0.32|0.44|1.02|0.76|1.93
able|AAAAAAAACAAAAAAA|5271|1.57|2.08|0.32|0.44|1.02|0.76|1.93
able|AAAAAAAACAAAAAAA|5271|1.57|2.08|0.32|0.44|1.02|0.76|1.93
able|AAAAAAAACAAAAAAA|5271|1.57|2.08|0.32|0.44|1.02|0.76|1.93
able|AAAAAAAACAAAAAAA|5271|1.57|2.08|0.32|0.44|1.02|0.76|1.93
able|AAAAAAAACAAAAAAA|5271|1.57|2.08|0.32|0.44|1.02|0.76|1.93
able|AAAAAAAACAAAAAAA|5271|1.57|2.08|0.32|0.44|1.02|0.76|1.93
able|AAAAAAAACAAAAAAA|5271|1.57|2.08|0.32|0.44|1.02|0.76|1.93
able|AAAAAAAACAAAAAAA|5271|1.57|2.08|0.32|0.44|1.02|0.76|1.93
able|AAAAAAAACAAAAAAA|5271|1.57|2.08|0.32|0.44|1.02|0.76|1.93
able|AAAAAAAACAAAAAAA|5271|1.57|2.08|0.32|0.44|1.02|0.76|1.93
able|AAAAAAAACAAAAAAA|5271|1.57|2.08|0.32|0.44|1.02|0.76|1.93
able|AAAAAAAACAAAAAAA|5271|1.57|2.08|0.32|0.44|1.02|0.76|1.93
able|AAAAAAAACAAAAAAA|5271|1.57|2.08|0.32|0.44|1.02|0.76|1.93
able|AAAAAAAACAAAAAAA|5271|1.57|2.08|0.32|0.44|1.02|0.76|1.93
able|AAAAAAAACAAAAAAA|5271|1.57|2.08|0.32|0.44|1.02|0.76|1.93
able|AAAAAAAACAAAAAAA|5271|1.57|2.08|0.32|0.44|1.02|0.76|1.93
able|AAAAAAAACAAAAAAA|5271|1.57|2.08|0.32|0.44|1.02|0.76|1.93
able|AAAAAAAACAAAAAAA|5271|1.57|2.08|0.32|0.44|1.02|0.76|1.93
able|AAAAAAAACAAAAAAA|5271|1.57|2.08|0.32|0.44|1.02|0.76|1.93
able|AAAAAAAACAAAAAAA|5271|1.57|2.08|0.32|0.44|1.02|0.76|1.93
able|AAAAAAAACAAAAAAA|5271|1.57|2.08|0.32|0.44|1.02|0.76|1.93
able|AAAAAAAACAAAAAAA|5271|1.57|2.08|0.32|0.44|1.02|0.76|1.93
able|AAAAAAAACAAAAAAA|5271|1.57|2.08|0.32|0.44|1.02|0.76|1.93
able|AAAAAAAACAAAAAAA|5271|1.57|2.08|0.32|0.44|1.02|0.76|1.93
able|AAAAAAAACAAAAAAA|5271|1.57|2.08|0.32|0.44|1.02|0.76|1.93
able|AAAAAAAACAAAAAAA|5271|1.57|2.08|0.32|0.44|1.02|0.76|1.93
able|AAAAAAAACAAAAAAA|5272|1.05|0.80|0.78|0.62|1.26|1.25|1.16
able|AAAAAAAACAAAAAAA|5272|1.05|0.80|0.78|0.62|1.26|1.25|1.16
able|AAAAAAAACAAAAAAA|5272|1.05|0.80|0.78|0.62|1.26|1.25|1.16
able|AAAAAAAACAAAAAAA|5272|1.05|0.80|0.78|0.62|1.26|1.25|1.16
able|AAAAAAAACAAAAAAA|5272|1.05|0.80|0.78|0.62|1.26|1.25|1.16
