1|695|1|450.7500|1.0032084|1|695|2|368.7500|1.0514071
1|815|1|216.5000|1.0834198|1|815|2|150.5000|1.2088697
1|827|1|271.7500|1.0227433|1|827|2|424.7500|1.0788767
1|1569|1|343.0000|1.0393530|1|1569|2|239.2500|1.1703770
1|3523|1|292.2500|1.0573194|1|3523|2|363.0000|1.0420052
1|3687|1|279.7500|1.3203038|1|3687|2|157.2500|1.3456190
1|5627|1|282.7500|1.4495596|1|5627|2|297.5000|1.1187878
1|7317|1|281.7500|1.1510207|1|7317|2|378.0000|1.1269558
1|8319|1|306.7500|1.0753750|1|8319|2|276.0000|1.0573789
1|8611|1|300.5000|1.4064638|1|8611|2|243.7500|1.1426588
1|11037|1|196.0000|1.0796438|1|11037|2|299.0000|1.3350354
1|11277|1|211.2500|1.1680018|1|11277|2|330.7500|1.0006975
1|12751|1|280.7500|1.0261150|1|12751|2|372.0000|1.0070099
1|13077|1|361.0000|1.0364681|1|13077|2|318.2500|1.3104471
1|15345|1|148.5000|1.4161144|1|15345|2|246.5000|1.3968762
1|15647|1|391.0000|1.0272475|1|15647|2|249.2500|1.2635755
2|71|1|221.5000|1.4479589|2|71|2|334.7500|1.0505834
2|833|1|298.2500|1.0414045|2|833|2|158.7500|1.1231023
2|969|1|282.0000|1.0530595|2|969|2|386.0000|1.0527502
2|1401|1|249.0000|1.2226602|2|1401|2|240.0000|1.2794275
2|1991|1|356.0000|1.0495828|2|1991|2|273.2500|1.2335809
2|2725|1|349.7500|1.0321695|2|2725|2|296.2500|1.0655075
2|3073|1|385.0000|1.0203322|2|3073|2|231.7500|1.0077544
2|5769|1|341.2500|1.1779334|2|5769|2|267.0000|1.0939299
2|6103|1|343.2500|1.0326257|2|6103|2|158.5000|1.1798378
2|6585|1|183.7500|1.0324691|2|6585|2|353.7500|1.0128203
2|6767|1|341.0000|1.0120733|2|6767|2|235.0000|1.0553927
2|8633|1|218.5000|1.3558814|2|8633|2|230.2500|1.2143952
2|10575|1|365.2500|1.0195742|2|10575|2|311.5000|1.2494815
2|12089|1|212.0000|1.0024320|2|12089|2|143.0000|1.0595538
2|12765|1|308.0000|1.0358519|2|12765|2|347.0000|1.0713354
2|13077|1|277.0000|1.1409216|2|13077|2|223.5000|1.0548800
2|15839|1|273.7500|1.5631470|2|15839|2|255.5000|1.1445354
3|1415|1|247.5000|1.0481781|3|1415|2|369.7500|1.0142063
3|2403|1|270.7500|1.2275176|3|2403|2|384.0000|1.0095132
3|3207|1|383.7500|1.0049396|3|3207|2|258.2500|1.1214822
3|3871|1|337.2500|1.0900278|3|3871|2|282.0000|1.1202372
3|6051|1|289.7500|1.1701332|3|6051|2|359.7500|1.0975355
3|6757|1|282.5000|1.0086821|3|6757|2|345.2500|1.1354099
3|9881|1|351.5000|1.0914327|3|9881|2|287.7500|1.0100132
3|10547|1|322.0000|1.0370096|3|10547|2|320.2500|1.2058270
3|10743|1|233.2500|1.1844038|3|10743|2|110.2500|1.0250730
3|11651|1|275.7500|1.0843561|3|11651|2|252.7500|1.0717998
3|12867|1|278.2500|1.5186968|3|12867|2|350.7500|1.1116262
3|15879|1|326.7500|1.1973704|3|15879|2|234.2500|1.1076922
3|16605|1|394.2500|1.0311241|3|16605|2|296.2500|1.1930018
3|17319|1|364.7500|1.1766585|3|17319|2|359.2500|1.0719841
4|1895|1|354.7500|1.1477708|4|1895|2|383.7500|1.0085031
4|4915|1|289.2500|1.0058046|4|4915|2|277.5000|1.2306324
4|6251|1|285.0000|1.0383424|4|6251|2|335.5000|1.0741543
4|9065|1|374.5000|1.0816507|4|9065|2|279.2500|1.0266639
4|9571|1|314.0000|1.1265917|4|9571|2|309.0000|1.0084187
4|9785|1|380.7500|1.0355317|4|9785|2|338.0000|1.2372082
4|11571|1|342.5000|1.0578686|4|11571|2|247.2500|1.0530612
4|14401|1|342.7500|1.0958526|4|14401|2|344.2500|1.1171950
5|431|1|159.0000|1.0241232|5|431|2|304.0000|1.0391615
5|2521|1|360.7500|1.0177061|5|2521|2|265.5000|1.0854387
5|2891|1|476.2500|1.0036625|5|2891|2|297.7500|1.0039083
5|3137|1|271.2500|1.4585865|5|3137|2|380.0000|1.0030523
5|4979|1|359.5000|1.0226987|5|4979|2|323.7500|1.0836030
5|5401|1|219.2500|1.1826307|5|5401|2|203.0000|1.0105955
5|7333|1|227.0000|1.3527480|5|7333|2|243.7500|1.0914646
5|10949|1|383.0000|1.0300375|5|10949|2|378.2500|1.0420483
5|12017|1|347.7500|1.0815784|5|12017|2|308.0000|1.0733243
5|13651|1|232.2500|1.0847956|5|13651|2|330.5000|1.1018995
5|16459|1|305.0000|1.2345721|5|16459|2|265.7500|1.2024730
5|17199|1|376.5000|1.0220100|5|17199|2|374.0000|1.0066473
5|17717|1|283.7500|1.0699848|5|17717|2|235.2500|1.0569385
