29779,494075,13,"CONT: Andrew Foyle takes off in a late war grey/green Spitfire, yet is next seen flying a dark earth/green plane. Then in the rest of the episode the late war Spit is back.",
29780,494075,13,"DATE: The round RADAR screen with the iconic type of sweeping display was not used until after the war. The correct display was a horizontal line, as shown to the right of the round screen. Ditto the rotating RADAR antenna outside - the antennas were fixed at that time. (In any case, the antenna rotation should have the same speed as the display rotation, which it did not.)",
29781,494075,13,DATE: Andrew Foyle is flying a Spitfire Mk. IX which was not introduced until July 1942 nearly two years after the setting of this episode just prior to The Battle of Britain. The correct version for this time period is a Mk. I.,
29782,494075,13,"CHAR: During the war women in the Air Force served in the Women's Auxiliary Air Force. WAAF officers wore a brass A (for Auxiliary) on their uniform lapels, non-commissioned ranks wore a cloth A badge immediately under the shoulder eagle. The WAAFs seen were not wearing these badges.",
29783,494075,13,"CHAR: One of the airmen in the dining room is wearing a single chevron like a lance corporal's. This badge was not worn in the RAF until 1 April 2010, when some Senior Aircraftmen in the RAF Regiment were promoted sideways. (In the late 1950s/early 1960s Junior Technicians wore a single chevron, but point uppermost.)",
29784,494075,13,DATE: The green Humber car HJE957 seen early in the episode was made in 1959.,
29785,494076,13,"FAKE: An enormous ornamental stone lion falls 50 feet from the roof of a building onto the bonnet of a car and bounces off, leaving not so much as a scratch or a dent on the car.",
29786,494076,13,"PLOT: In the episode _\"Foyle's War\" (2002) {The Funk Hole (#2.4)}_ (qv), Andrew tells Sam that he was 8 when his mother died, but Foyle is at his wife's grave on the 9th anniversary of her death. This would mean that Andrew is only 17 in this episode, which is highly unlikely for a character that is supposed to have put university on hold to serve in the RAF.",
29787,494076,13,"DATE: When fixing the fuse in Dr Wrenn's house, Gordon Drake refers to it as a ring main fuse. Ring mains did not start to be introduced in the UK until after World War II. In February 1941 (when this episode is set) it was at least a year before the ring main concept was even being discussed in the government's Electrical Installations Committee, which was convened in 1942 and reported in 1944. But as it was a lighting fuse, a ring main would not be used even now. Also, a 3 amp fuse was very unlikely for a lighting circuit - the common fuse for a radial lighting circuit would have been 5 amps.",
29788,494076,13,"MISC: Two characters are identified as Aircraftsmen in the credits. They are in fact Aircraftmen (men of aircraft, not craftsmen of the air). (Even RAF personnel sometimes make this error - but error it is!)",
29789,494077,13,DATE: The newspaper editor smokes filtered cigarettes. These were uncommon at the time and marketed chiefly to women. They would hardly be the smoke of a newspaper editor.,
29790,494077,13,"DATE: The date is September, 1940. Foyle goes into the local newspaper to get copies of photos taken at the site of a Nazi bombing. The editor says the photos have not been cleared yet by the government. As he is talking, and then after Foyle walks out, the editor is chain smoking, lighting one cigarette from another. Later, the American Howard Paige is also smoking. In all cases, they are filter cigarettes, which weren't in wide use until 1954. Throughout WWII, American soldiers were taught to \"field strip\" (shred) cigarettes so the enemy wouldn't know they were American cigarettes on the ground. They could do that with Lucky Strikes and Pall Malls, but filter tip butts are indestructible.",
29791,494077,13,"CHAR: Colonel Letwin, who arrests the man suspected of being a German spy, is wearing his Sam Browne belt the wrong way. The strap should go through his right epaulette and not his left. It should cross his chest from top right to bottom left. It should not cover his decorations, as it does in this case. His holster should probably be on the other side as well but although this is not essential, it rather defeats the purpose of the belt which is to support a scabbard or heavy pistol.",
29792,494077,13,"DATE: The photographer uses a Speed Graphic, an American camera. This would be improbable in itself, but the model (the \"Pacemaker\", easily identifiable by its white, rather than black, lens-board) was not marketed until 1947.",
29793,494077,13,"DATE: This episode is set in 1940, yet near the end, while Foyle is talking to the military intelligence officer and the American Paige is preparing to board the plane, there is a modern looking mess plaque of the Parachute regiment on the wall. This regiment was not formed until 1941.",
29796,494078,13,"FACT: The American soldiers are members of the 215th Engineering Battalion (Aviation) on a mission to construct an airfield for the U.S. Army Air Corps. However the members of this unit wear the divisional insignia of the First Infantry Division. The First Infantry Division did not have a unit like the 215th in its table of organization and, in any case, did not arrive in England until July 1942, four months after the events depicted in this episode.",
29797,494078,13,"FACT: Captain Kieffer wears a Sam Browne belt, a leather belt with an attachment that goes over the right shoulder. This was eliminated as an item of uniform in 1940, two years before the time depicted. Also, the lapel brass on Captain Kieffer's uniform is improperly placed. It should be perpendicular to the fold of the lapel, not parallel to the ground.",
29798,494079,13,"DATE: Sign: \"COMESTIBLES - Delicatessen & Cafe - Tel. 01730 813400\". Subscriber Trunk Dialling (STD) was introduced in 1958 and the 01 national code was assigned in 1995. (01730 is for Midhurst, West Sussex.)",
29799,494079,13,"DATE: When Gabe is putting away the lures given to him by Foyle, we see him place them in a translucent polystyrene segmented plastic fishing tackle box. This sort of product was definitely not available in 1945.",
29800,494079,13,"CHAR: Sergeant Calhoun always wears the collar brass on his uniform upside down, an infraction of uniform regulations.",
