1575,Paktia_University,http://dbpedia.org/resource/Paktia_University,957
1576,Baghlan_University,http://dbpedia.org/resource/Baghlan_University,951
1577,Syed_Jamaluddin_Afghan_University,http://dbpedia.org/resource/Syed_Jamaluddin_Afghan_University,954
1578,Bost_University,http://dbpedia.org/resource/Bost_University,952
1579,Aga_Khan_University,http://dbpedia.org/resource/Aga_Khan_University,772
1580,Kandahar_University,http://dbpedia.org/resource/Kandahar_University,956
1581,Nangarhar_University,http://dbpedia.org/resource/Nangarhar_University,953
1582,Kabul_University,http://dbpedia.org/resource/Kabul_University,955
1583,Rana_Institute_of_Higher_Education,http://dbpedia.org/resource/Rana_Institute_of_Higher_Education,955
1584,Khost_University,http://dbpedia.org/resource/Khost_University,959
1585,American_University_of_Afghanistan,http://dbpedia.org/resource/American_University_of_Afghanistan,955
1586,Herat_University,http://dbpedia.org/resource/Herat_University,958
1587,Afghanistan_Public_Policy_Research_Organization,http://dbpedia.org/resource/Afghanistan_Public_Policy_Research_Organization,955
1588,Spinghar_Higher_Education_Centre,http://dbpedia.org/resource/Spinghar_Higher_Education_Centre,953
1589,Higher_Education_Institute_of_Karwan,http://dbpedia.org/resource/Higher_Education_Institute_of_Karwan,955
1590,Polytechnical_University_of_Kabul,http://dbpedia.org/resource/Polytechnical_University_of_Kabul,955
1591,Kabul_Medical_University,http://dbpedia.org/resource/Kabul_Medical_University,955
1592,National_Military_Academy_of_Afghanistan,http://dbpedia.org/resource/National_Military_Academy_of_Afghanistan,955
1593,Dawat_University,http://dbpedia.org/resource/Dawat_University,955
1594,Pamir_University,http://dbpedia.org/resource/Pamir_University,959
1595,University_of_Science_and_Technology_Boumediene,http://dbpedia.org/resource/University_of_Science_and_Technology_Boumediene,965
1596,Higher_National_Veterinary_School,http://dbpedia.org/resource/Higher_National_Veterinary_School,960
1597,Polytechnic_School_of_Algiers,http://dbpedia.org/resource/Polytechnic_School_of_Algiers,963
1598,AES_Algiers,http://dbpedia.org/resource/AES_Algiers,960
1599,University_of_Batna,http://dbpedia.org/resource/University_of_Batna,961
1600,University_of_Algiers,http://dbpedia.org/resource/University_of_Algiers,960
1601,University_of_Oran,http://dbpedia.org/resource/University_of_Oran,969
1602,University_of_Annaba,http://dbpedia.org/resource/University_of_Annaba,967
1603,Private_University_of_Angola,http://dbpedia.org/resource/Private_University_of_Angola,508
1604,National_University_of_Misiones,http://dbpedia.org/resource/National_University_of_Misiones,974
1605,Instituto_Tecnológico_de_Buenos_Aires,http://dbpedia.org/resource/Instituto_Tecnológico_de_Buenos_Aires,972
1606,National_Technological_University,http://dbpedia.org/resource/National_Technological_University,973
1607,National_University_of_Rosario,http://dbpedia.org/resource/National_University_of_Rosario,978
1608,National_University_of_the_Chaco_Austral,http://dbpedia.org/resource/National_University_of_the_Chaco_Austral,977
1609,Saint_Thomas_Aquinas_University_of_the_North,http://dbpedia.org/resource/Saint_Thomas_Aquinas_University_of_the_North,979
1610,University_of_Palermo,http://dbpedia.org/resource/University_of_Palermo,972
1611,Torcuato_di_Tella_University,http://dbpedia.org/resource/Torcuato_di_Tella_University,972
1612,National_University_of_Tucumán,http://dbpedia.org/resource/National_University_of_Tucumán,979
1613,Universidad_de_Mendoza,http://dbpedia.org/resource/Universidad_de_Mendoza,971
1614,National_University_of_Cuyo,http://dbpedia.org/resource/National_University_of_Cuyo,971
1615,University_of_Buenos_Aires,http://dbpedia.org/resource/University_of_Buenos_Aires,972
