0,Company,Kam_Air,http://dbpedia.org/resource/Kam_Air,59,1
1,Company,Balkh_Airlines,http://dbpedia.org/resource/Balkh_Airlines,59,1
2,Company,Khyber_Afghan_Airlines,http://dbpedia.org/resource/Khyber_Afghan_Airlines,59,1
3,Company,MarcoPolo_Airways,http://dbpedia.org/resource/MarcoPolo_Airways,59,1
4,Company,Pamir_Airways,http://dbpedia.org/resource/Pamir_Airways,59,1
5,Company,Bakhtar_Afghan_Airlines,http://dbpedia.org/resource/Bakhtar_Afghan_Airlines,59,1
6,Company,Safi_Airways,http://dbpedia.org/resource/Safi_Airways,59,1
7,Company,Air_Algérie,http://dbpedia.org/resource/Air_Algérie,60,1
8,Company,Khalifa_Airways,http://dbpedia.org/resource/Khalifa_Airways,60,1
9,Company,Tassili_Airlines,http://dbpedia.org/resource/Tassili_Airlines,60,1
10,Company,Antinea_Airlines,http://dbpedia.org/resource/Antinea_Airlines,60,1
11,Company,Star_Aviation,http://dbpedia.org/resource/Star_Aviation,60,1
12,Company,TAAG_Angola_Airlines,http://dbpedia.org/resource/TAAG_Angola_Airlines,2,1
13,Company,Aero_Tropical,http://dbpedia.org/resource/Aero_Tropical,2,1
14,Company,Angola_Air_Charter,http://dbpedia.org/resource/Angola_Air_Charter,2,1
15,Company,Alada,http://dbpedia.org/resource/Alada,2,1
16,Company,Air_Gemini,http://dbpedia.org/resource/Air_Gemini,2,1
17,Company,Aeronáutica_(Angola),http://dbpedia.org/resource/Aeronáutica_(Angola),2,1
18,Company,Diexim_Expresso,http://dbpedia.org/resource/Diexim_Expresso,2,1
19,Company,SonAir,http://dbpedia.org/resource/SonAir,2,1
20,Company,Air_26,http://dbpedia.org/resource/Air_26,2,1
21,Company,Aerolíneas_Argentinas,http://dbpedia.org/resource/Aerolíneas_Argentinas,61,1
22,Company,Austral_Líneas_Aéreas,http://dbpedia.org/resource/Austral_Líneas_Aéreas,61,1
23,Company,Líneas_Aéreas_Privadas_Argentinas,http://dbpedia.org/resource/Líneas_Aéreas_Privadas_Argentinas,61,1
24,Company,Aero_VIP_(Argentina),http://dbpedia.org/resource/Aero_VIP_(Argentina),61,1
25,Company,CATA_Línea_Aérea,http://dbpedia.org/resource/CATA_Línea_Aérea,61,1
26,Company,LADE,http://dbpedia.org/resource/LADE,61,1
27,Company,Líneas_Aéreas_Federales,http://dbpedia.org/resource/Líneas_Aéreas_Federales,61,1
28,Company,LAN_Argentina,http://dbpedia.org/resource/LAN_Argentina,61,1
29,Company,Sol_Líneas_Aéreas,http://dbpedia.org/resource/Sol_Líneas_Aéreas,61,1
30,Company,Andes_Líneas_Aéreas,http://dbpedia.org/resource/Andes_Líneas_Aéreas,61,1
31,Company,Silver_Sky_Airlines,http://dbpedia.org/resource/Silver_Sky_Airlines,61,1
32,Company,Dinar_Líneas_Aéreas,http://dbpedia.org/resource/Dinar_Líneas_Aéreas,61,1
33,Company,Aerochaco,http://dbpedia.org/resource/Aerochaco,61,1
34,Company,Trans_Australia_Airlines,http://dbpedia.org/resource/Trans_Australia_Airlines,62,1
35,Company,Ansett_Australia,http://dbpedia.org/resource/Ansett_Australia,62,1
36,Company,Skywest_Airlines,http://dbpedia.org/resource/Skywest_Airlines,62,1
