0,India,http://dbpedia.org/resource/India,1454
1,China,http://dbpedia.org/resource/China,1454
2,Angola,http://dbpedia.org/resource/Angola,1455
3,Austria,http://dbpedia.org/resource/Austria,1456
4,Azerbaijan,http://dbpedia.org/resource/Azerbaijan,1454
5,Bolivia,http://dbpedia.org/resource/Bolivia,1457
6,Bosnia_and_Herzegovina,http://dbpedia.org/resource/Bosnia_and_Herzegovina,1456
7,Bulgaria,http://dbpedia.org/resource/Bulgaria,1456
8,Chad,http://dbpedia.org/resource/Chad,1455
9,Croatia,http://dbpedia.org/resource/Croatia,1456
10,Denmark,http://dbpedia.org/resource/Denmark,1456
11,Dominican_Republic,http://dbpedia.org/resource/Dominican_Republic,1458
12,El_Salvador,http://dbpedia.org/resource/El_Salvador,1458
13,Estonia,http://dbpedia.org/resource/Estonia,1456
14,Finland,http://dbpedia.org/resource/Finland,1456
15,Honduras,http://dbpedia.org/resource/Honduras,1458
16,Hong_Kong,http://dbpedia.org/resource/Hong_Kong,1454
17,Israel,http://dbpedia.org/resource/Israel,1454
18,Jordan,http://dbpedia.org/resource/Jordan,1454
19,Laos,http://dbpedia.org/resource/Laos,1454
20,Latvia,http://dbpedia.org/resource/Latvia,1456
21,Liberia,http://dbpedia.org/resource/Liberia,1455
22,Libya,http://dbpedia.org/resource/Libya,1455
23,Lithuania,http://dbpedia.org/resource/Lithuania,1456
24,Malta,http://dbpedia.org/resource/Malta,1456
25,Mauritania,http://dbpedia.org/resource/Mauritania,1455
26,Mauritius,http://dbpedia.org/resource/Mauritius,1455
27,Mongolia,http://dbpedia.org/resource/Mongolia,1454
28,Namibia,http://dbpedia.org/resource/Namibia,1455
29,New_Zealand,http://dbpedia.org/resource/New_Zealand,1459
30,Nicaragua,http://dbpedia.org/resource/Nicaragua,1458
31,Northern_Ireland,http://dbpedia.org/resource/Northern_Ireland,1456
32,Norway,http://dbpedia.org/resource/Norway,1456
33,Oman,http://dbpedia.org/resource/Oman,1454
34,Panama,http://dbpedia.org/resource/Panama,1458
35,Papua_New_Guinea,http://dbpedia.org/resource/Papua_New_Guinea,1459
36,Puerto_Rico,http://dbpedia.org/resource/Puerto_Rico,1458
37,Republic_of_Ireland,http://dbpedia.org/resource/Republic_of_Ireland,1456
38,Republic_of_Macedonia,http://dbpedia.org/resource/Republic_of_Macedonia,1456
39,Rwanda,http://dbpedia.org/resource/Rwanda,1455
40,Scotland,http://dbpedia.org/resource/Scotland,1456
41,Singapore,http://dbpedia.org/resource/Singapore,1454
42,Slovakia,http://dbpedia.org/resource/Slovakia,1456
43,Slovenia,http://dbpedia.org/resource/Slovenia,1456
44,Swaziland,http://dbpedia.org/resource/Swaziland,1455
45,Switzerland,http://dbpedia.org/resource/Switzerland,1456
46,Tajikistan,http://dbpedia.org/resource/Tajikistan,1454
47,Uruguay,http://dbpedia.org/resource/Uruguay,1457
48,Wales,http://dbpedia.org/resource/Wales,1456
49,Brazil,http://dbpedia.org/resource/Brazil,1457
50,Germany,http://dbpedia.org/resource/Germany,1456
51,Indonesia,http://dbpedia.org/resource/Indonesia,1454
52,Japan,http://dbpedia.org/resource/Japan,1454
53,Mexico,http://dbpedia.org/resource/Mexico,1458
54,Pakistan,http://dbpedia.org/resource/Pakistan,1454
55,Philippines,http://dbpedia.org/resource/Philippines,1454
56,Russia,http://dbpedia.org/resource/Russia,1456
57,United_States,http://dbpedia.org/resource/United_States,1458
58,Vietnam,http://dbpedia.org/resource/Vietnam,1454
59,Afghanistan,http://dbpedia.org/resource/Afghanistan,1454
60,Algeria,http://dbpedia.org/resource/Algeria,1455
61,Argentina,http://dbpedia.org/resource/Argentina,1457
62,Australia,http://dbpedia.org/resource/Australia,1459
63,Belarus,http://dbpedia.org/resource/Belarus,1456
64,Belgium,http://dbpedia.org/resource/Belgium,1456
65,Burma,http://dbpedia.org/resource/Burma,1454
66,Canada,http://dbpedia.org/resource/Canada,1458
67,Cambodia,http://dbpedia.org/resource/Cambodia,1454
68,Cameroon,http://dbpedia.org/resource/Cameroon,1455
69,Chile,http://dbpedia.org/resource/Chile,1457
70,Colombia,http://dbpedia.org/resource/Colombia,1457
71,Cuba,http://dbpedia.org/resource/Cuba,1458
72,Czech_Republic,http://dbpedia.org/resource/Czech_Republic,1456
73,Democratic_Republic_of_the_Congo,http://dbpedia.org/resource/Democratic_Republic_of_the_Congo,1455
74,Egypt,http://dbpedia.org/resource/Egypt,1455
75,England,http://dbpedia.org/resource/England,1456
76,Ethiopia,http://dbpedia.org/resource/Ethiopia,1455
77,France,http://dbpedia.org/resource/France,1456
78,Greece,http://dbpedia.org/resource/Greece,1456
79,Hungary,http://dbpedia.org/resource/Hungary,1456
80,Iran,http://dbpedia.org/resource/Iran,1454
81,Italy,http://dbpedia.org/resource/Italy,1456
82,Kazakhstan,http://dbpedia.org/resource/Kazakhstan,1454
83,Kenya,http://dbpedia.org/resource/Kenya,1455
84,Madagascar,http://dbpedia.org/resource/Madagascar,1455
