349,OfficeHolder,http://dbpedia.org/ontology/OfficeHolder,211
211,Person,http://dbpedia.org/ontology/Person,239
239,Agent,http://dbpedia.org/ontology/Agent,0
0,Thing,http://www.w3.org/2002/07/owl#Thing,
98,Monarch,http://dbpedia.org/ontology/Monarch,211
336,BritishRoyalty,http://dbpedia.org/ontology/BritishRoyalty,155
155,Royalty,http://dbpedia.org/ontology/Royalty,211
193,Saint,http://dbpedia.org/ontology/Saint,109
109,Cleric,http://dbpedia.org/ontology/Cleric,211
82,Philosopher,http://dbpedia.org/ontology/Philosopher,211
88,Writer,http://dbpedia.org/ontology/Writer,250
250,Artist,http://dbpedia.org/ontology/Artist,211
57,President,http://dbpedia.org/ontology/President,95
95,Politician,http://dbpedia.org/ontology/Politician,211
94,SoccerManager,http://dbpedia.org/ontology/SoccerManager,211
59,TennisPlayer,http://dbpedia.org/ontology/TennisPlayer,149
149,Athlete,http://dbpedia.org/ontology/Athlete,211
74,SoccerPlayer,http://dbpedia.org/ontology/SoccerPlayer,149
115,MusicalArtist,http://dbpedia.org/ontology/MusicalArtist,250
37,FormulaOneRacer,http://dbpedia.org/ontology/FormulaOneRacer,149
148,PrimeMinister,http://dbpedia.org/ontology/PrimeMinister,95
24,Cricketer,http://dbpedia.org/ontology/Cricketer,149
191,GolfPlayer,http://dbpedia.org/ontology/GolfPlayer,149
96,Comedian,http://dbpedia.org/ontology/Comedian,250
319,Cyclist,http://dbpedia.org/ontology/Cyclist,149
279,Scientist,http://dbpedia.org/ontology/Scientist,211
226,Judge,http://dbpedia.org/ontology/Judge,211
3,MilitaryPerson,http://dbpedia.org/ontology/MilitaryPerson,211
230,MartialArtist,http://dbpedia.org/ontology/MartialArtist,149
97,ComicsCreator,http://dbpedia.org/ontology/ComicsCreator,250
13,IceHockeyPlayer,http://dbpedia.org/ontology/IceHockeyPlayer,149
212,Architect,http://dbpedia.org/ontology/Architect,211
330,MemberOfParliament,http://dbpedia.org/ontology/MemberOfParliament,95
43,Wrestler,http://dbpedia.org/ontology/Wrestler,149
200,Actor,http://dbpedia.org/ontology/Actor,250
354,BasketballPlayer,http://dbpedia.org/ontology/BasketballPlayer,149
141,NascarDriver,http://dbpedia.org/ontology/NascarDriver,149
310,BaseballPlayer,http://dbpedia.org/ontology/BaseballPlayer,149
332,ChristianBishop,http://dbpedia.org/ontology/ChristianBishop,109
355,Chancellor,http://dbpedia.org/ontology/Chancellor,95
219,Senator,http://dbpedia.org/ontology/Senator,95
61,Band,http://dbpedia.org/ontology/Band,301
301,Organisation,http://dbpedia.org/ontology/Organisation,239
72,Boxer,http://dbpedia.org/ontology/Boxer,149
104,AmericanFootballPlayer,http://dbpedia.org/ontology/AmericanFootballPlayer,47
47,GridironFootballPlayer,http://dbpedia.org/ontology/GridironFootballPlayer,149
152,SnookerChamp,http://dbpedia.org/ontology/SnookerChamp,112
112,SnookerPlayer,http://dbpedia.org/ontology/SnookerPlayer,149
347,Governor,http://dbpedia.org/ontology/Governor,95
173,Model,http://dbpedia.org/ontology/Model,211
295,FictionalCharacter,http://dbpedia.org/ontology/FictionalCharacter,211
287,Criminal,http://dbpedia.org/ontology/Criminal,211
167,Congressman,http://dbpedia.org/ontology/Congressman,95
145,Film,http://dbpedia.org/ontology/Film,188
188,Work,http://dbpedia.org/ontology/Work,0
339,Astronaut,http://dbpedia.org/ontology/Astronaut,211
77,CollegeCoach,http://dbpedia.org/ontology/CollegeCoach,211
46,AdultActor,http://dbpedia.org/ontology/AdultActor,200
342,Single,http://dbpedia.org/ontology/Single,123
123,MusicalWork,http://dbpedia.org/ontology/MusicalWork,188
182,Album,http://dbpedia.org/ontology/Album,123
180,Song,http://dbpedia.org/ontology/Song,123
62,Country,http://dbpedia.org/ontology/Country,318
318,PopulatedPlace,http://dbpedia.org/ontology/PopulatedPlace,303
303,Place,http://dbpedia.org/ontology/Place,0
302,ComicsCharacter,http://dbpedia.org/ontology/ComicsCharacter,295
233,EurovisionSongContestEntry,http://dbpedia.org/ontology/EurovisionSongContestEntry,180
41,Company,http://dbpedia.org/ontology/Company,301
243,MilitaryUnit,http://dbpedia.org/ontology/MilitaryUnit,301
242,SportsTeamMember,http://dbpedia.org/ontology/SportsTeamMember,67
67,OrganisationMember,http://dbpedia.org/ontology/OrganisationMember,211
