gross_margin|i_category|i_class|lochierarchy|rank_within_parent
-0.4346272450600226|NULL|NULL|2|1
-0.4457255479911622|Electronics|NULL|1|1
-0.43905844420578105|Children|NULL|1|2
-0.4353748014435335|Home|NULL|1|3
-0.43513489629708124|Sports|NULL|1|4
-0.4347869892899201|Shoes|NULL|1|5
-0.433936978048089|Men|NULL|1|6
-0.4328141554316281|Books|NULL|1|7
-0.4327856083407468|Women|NULL|1|8
-0.4288392607877546|Jewelry|NULL|1|9
-0.42839677730714704|Music|NULL|1|10
-0.4083640200805759|NULL|NULL|1|11
-0.5750622978195812|NULL|swimwear|0|1
-0.524775587892704|NULL|pants|0|2
-0.5163480072331637|NULL|sports-apparel|0|3
-0.4970173438094437|NULL|flatware|0|4
-0.4211569786105794|NULL|scanners|0|5
-0.4149540414628413|NULL|NULL|0|6
-0.41212458162913485|NULL|womens|0|7
-0.4112420144370181|NULL|glassware|0|8
-0.3400505065641729|NULL|dresses|0|9
-0.2853912230614344|NULL|semi-precious|0|10
-0.2706442457244318|NULL|archery|0|11
-0.26589148220819286|NULL|camcorders|0|12
-0.4931384912580122|Books|NULL|0|1
-0.4590596324051083|Books|self-help|0|2
-0.45361415486337503|Books|romance|0|3
-0.45309723975037375|Books|parenting|0|4
-0.452428502941461|Books|home repair|0|5
-0.4398110660097301|Books|arts|0|6
-0.43771696562800044|Books|computers|0|7
-0.4361708002391878|Books|entertainments|0|8
-0.4335106860236014|Books|business|0|9
-0.42933247849990414|Books|cooking|0|10
-0.4277669807072637|Books|history|0|11
-0.42695086400137494|Books|sports|0|12
-0.4252222609888062|Books|fiction|0|13
-0.42138982555517435|Books|travel|0|14
-0.41310850453072556|Books|reference|0|15
-0.4079315942292846|Books|science|0|16
-0.40245262346372096|Books|mystery|0|17
-0.5197287408254059|Children|NULL|0|1
-0.4439549611199013|Children|infants|0|2
-0.4411662761355682|Children|toddlers|0|3
-0.4393891246475337|Children|newborn|0|4
-0.43153443572803163|Children|school-uniforms|0|5
-0.4811111551813335|Electronics|scanners|0|1
-0.47476243999949563|Electronics|wireless|0|2
-0.46881366722199286|Electronics|musical|0|3
-0.45964361686942834|Electronics|audio|0|4
-0.4592854549303691|Electronics|portable|0|5
-0.45766868256713106|Electronics|automotive|0|6
-0.4505967932589211|Electronics|personal|0|7
-0.44658684174291724|Electronics|karoke|0|8
-0.44475849078129726|Electronics|camcorders|0|9
-0.44243449730184037|Electronics|stereo|0|10
-0.4356333942508265|Electronics|monitors|0|11
-0.43006222255725823|Electronics|disk drives|0|12
-0.42956478115982794|Electronics|dvd/vcr players|0|13
-0.42779157418952823|Electronics|televisions|0|14
-0.42748482637369845|Electronics|cameras|0|15
-0.4178964056015794|Electronics|memory|0|16
-0.45820671158324355|Home|wallpaper|0|1
-0.45812351000722235|Home|rugs|0|2
-0.45390886610438835|Home|blinds/shades|0|3
-0.4508047727200267|Home|tables|0|4
-0.4500058160895336|Home|bedding|0|5
-0.44442920947055925|Home|paint|0|6
-0.44290016028385165|Home|kids|0|7
-0.4419566654186232|Home|decor|0|8
-0.4402700003348906|Home|curtains/drapes|0|9
-0.4367331430200293|Home|accent|0|10
-0.42960552582644074|Home|glassware|0|11
-0.421292744888556|Home|flatware|0|12
-0.41960622296567546|Home|mattresses|0|13
-0.4167968050547779|Home|furniture|0|14
-0.41613781444454456|Home|bathroom|0|15
-0.39744598372518447|Home|lighting|0|16
-0.2750867830450022|Home|NULL|0|17
-0.4820225565811952|Jewelry|consignment|0|1
-0.45292311445740197|Jewelry|gold|0|2
-0.44226642074734307|Jewelry|womens watch|0|3
-0.43895803630934704|Jewelry|semi-precious|0|4
-0.43752822100984157|Jewelry|NULL|0|5
-0.43569052857862345|Jewelry|bracelets|0|6
-0.43463136229782146|Jewelry|birdal|0|7
-0.4345265103769585|Jewelry|loose stones|0|8
-0.43340689540104105|Jewelry|rings|0|9
-0.4307545748633844|Jewelry|estate|0|10
-0.4297359214025997|Jewelry|pendants|0|11
-0.4220795010466255|Jewelry|earings|0|12
-0.41751153877909736|Jewelry|costume|0|13
-0.4126035347428185|Jewelry|jewelry boxes|0|14
-0.41251547672854466|Jewelry|mens watch|0|15
-0.40542576815272147|Jewelry|custom|0|16
-0.40366859037486696|Jewelry|diamonds|0|17
-0.4407364511790621|Men|sports-apparel|0|1
-0.43790091133376663|Men|accessories|0|2
-0.43591436770437864|Men|pants|0|3
-0.42360559890474264|Men|shirts|0|4
