wsk1|isk1|dmoy1|mean1|cov1|w_warehouse_sk|i_item_sk|d_moy|mean|cov
1|265|1|324.7500000000000000|1.2438391781531363|1|265|2|329.0000000000000000|1.0151581328149210
1|363|1|499.5000000000000000|1.0319415722706486|1|363|2|321.0000000000000000|1.1411766752007975
1|679|1|373.7500000000000000|1.0955498064867505|1|679|2|417.5000000000000000|1.0429709942594539
1|695|1|450.7500000000000000|1.0835888283564504|1|695|2|368.7500000000000000|1.1356494125569410
1|789|1|357.2500000000000000|1.0345093802795605|1|789|2|410.0000000000000000|1.0284221852702610
1|815|1|216.5000000000000000|1.1702270938110993|1|815|2|150.5000000000000000|1.3057281471249369
1|827|1|271.7500000000000000|1.1046890134130451|1|827|2|424.7500000000000000|1.1653198631238281
1|1041|1|382.5000000000000000|1.2848083998030092|1|1041|2|424.7500000000000000|1.00057727145681224250
1|1569|1|212.0000000000000000|1.6302135196395330|1|1569|2|239.2500000000000000|1.2641513267800543
1|1623|1|338.2500000000000000|1.1285483279713703|1|1623|2|261.3333333333333333|1.2717809002195561
1|2581|1|448.5000000000000000|1.0604290412504482|1|2581|2|476.2500000000000000|1.0362984739390068
1|2705|1|246.2500000000000000|1.0120308357959675|1|2705|2|294.6666666666666667|1.0742134101583710
1|3131|1|393.7500000000000000|1.0037613982687340|1|3131|2|480.5000000000000000|1.0669144981482768
1|3291|1|374.5000000000000000|1.1951898330870093|1|3291|2|265.2500000000000000|1.5729721069484675
1|3687|1|279.7500000000000000|1.4260909081999714|1|3687|2|157.2500000000000000|1.4534340882531765
1|4955|1|495.2500000000000000|1.0318296151625300|1|4955|2|322.5000000000000000|1.1693842343776155
1|5627|1|282.7500000000000000|1.5657032366359894|1|5627|2|297.5000000000000000|1.2084286841430689
1|7017|1|175.5000000000000000|1.0427454215644444|1|7017|2|321.3333333333333333|1.0183356932936266
1|7317|1|366.3333333333333333|1.0254664036135469|1|7317|2|378.0000000000000000|1.2172513189920556
1|7569|1|430.5000000000000000|1.0874396852180859|1|7569|2|360.2500000000000000|1.0470055593145149
1|7999|1|166.2500000000000000|1.7924231710846195|1|7999|2|375.3333333333333333|1.0080922635507176
1|8319|1|306.7500000000000000|1.1615378040478207|1|8319|2|276.0000000000000000|1.1420996385609420
1|8443|1|327.7500000000000000|1.2567183741927231|1|8443|2|332.5000000000000000|1.0044167259988932
1|8583|1|319.5000000000000000|1.0241088931115399|1|8583|2|310.2500000000000000|1.2358813775861338
1|8591|1|398.0000000000000000|1.1478168692042437|1|8591|2|355.7500000000000000|1.0024472149348953
1|8611|1|300.5000000000000000|1.5191545184147953|1|8611|2|243.7500000000000000|1.2342122780960410
1|9081|1|367.0000000000000000|1.0878932141280899|1|9081|2|435.0000000000000000|1.0330530776324115
1|9357|1|351.6666666666666667|1.1902922622025877|1|9357|2|427.0000000000000000|1.0438583026358361
1|9449|1|406.2500000000000000|1.0183183104803545|1|9449|2|175.0000000000000000|1.0544779796296400
1|9713|1|242.5000000000000000|1.1035044355064206|1|9713|2|393.0000000000000000|1.2084746087389873
1|9809|1|479.0000000000000000|1.0189602512117641|1|9809|2|317.5000000000000000|1.0614142074924882
1|9993|1|417.7500000000000000|1.0099832672435260|1|9993|2|204.5000000000000000|1.5528707453501076
1|10127|1|239.7500000000000000|1.0561770587198123|1|10127|2|359.2500000000000000|1.1857980403742185
1|11159|1|407.2500000000000000|1.0785507154337630|1|11159|2|250.0000000000000000|1.3347579056393200
1|11277|1|211.2500000000000000|1.2615858275316639|1|11277|2|330.7500000000000000|1.0808767951625094
1|11937|1|344.5000000000000000|1.0858040268437852|1|11937|2|200.3333333333333333|1.0638527063883744
