channel|id|sales|returns_|profit
NULL|NULL|13560113.88|692603.11|-3597547.40
catalog channel|NULL|4655990.73|218324.33|-510980.92
catalog channel|catalog_pageAAAAAAAAAAABAAAA|25443.15|0|9200.45
catalog channel|catalog_pageAAAAAAAAABABAAAA|353.92|0|-171.08
catalog channel|catalog_pageAAAAAAAAACABAAAA|401.78|328.53|-4656.66
catalog channel|catalog_pageAAAAAAAAADABAAAA|4240.44|0|-728.54
catalog channel|catalog_pageAAAAAAAAADCBAAAA|4634.97|0|-68.63
catalog channel|catalog_pageAAAAAAAAAEABAAAA|11897.03|0|1213.59
catalog channel|catalog_pageAAAAAAAAAECBAAAA|5149.90|0|373.38
catalog channel|catalog_pageAAAAAAAAAFABAAAA|5532.76|0|-1325.64
catalog channel|catalog_pageAAAAAAAAAGABAAAA|10657.18|0|-2613.29
catalog channel|catalog_pageAAAAAAAAAGCBAAAA|8530.59|328.50|-322.98
catalog channel|catalog_pageAAAAAAAAAHABAAAA|12441.97|319.86|1992.15
catalog channel|catalog_pageAAAAAAAAAHCBAAAA|1694.28|0|388.08
catalog channel|catalog_pageAAAAAAAAAICBAAAA|816.48|0|-1486.80
catalog channel|catalog_pageAAAAAAAAAJCBAAAA|615.08|0|-1682.61
catalog channel|catalog_pageAAAAAAAAAKCBAAAA|7338.86|30.45|-3517.14
catalog channel|catalog_pageAAAAAAAAAKPAAAAA|41567.49|998.46|12015.12
catalog channel|catalog_pageAAAAAAAAALCBAAAA|8945.48|0|-2736.84
catalog channel|catalog_pageAAAAAAAAALPAAAAA|10924.27|548.70|-2258.71
catalog channel|catalog_pageAAAAAAAAAMCBAAAA|11832.19|368.60|132.73
catalog channel|catalog_pageAAAAAAAAAMPAAAAA|13699.82|3535.56|-10046.32
catalog channel|catalog_pageAAAAAAAAANCBAAAA|5269.86|0|-72.90
catalog channel|catalog_pageAAAAAAAAANPAAAAA|22850.24|1712.60|-834.91
catalog channel|catalog_pageAAAAAAAAAOCBAAAA|845.26|80.18|-2324.86
catalog channel|catalog_pageAAAAAAAAAOPAAAAA|25290.32|118.35|-7398.60
catalog channel|catalog_pageAAAAAAAAAPCBAAAA|4538.82|0|-1056.29
catalog channel|catalog_pageAAAAAAAAAPPAAAAA|57396.11|945.04|2264.58
catalog channel|catalog_pageAAAAAAAABAABAAAA|29646.83|0|-2860.80
catalog channel|catalog_pageAAAAAAAABBABAAAA|10447.46|1144.68|3669.10
catalog channel|catalog_pageAAAAAAAABCABAAAA|666.56|0|-9231.96
catalog channel|catalog_pageAAAAAAAABDABAAAA|1347.94|0|-1596.12
catalog channel|catalog_pageAAAAAAAABDCBAAAA|244.48|0|-160.00
catalog channel|catalog_pageAAAAAAAABEABAAAA|14699.09|283.04|60.68
catalog channel|catalog_pageAAAAAAAABECBAAAA|2247.84|0|-13.03
catalog channel|catalog_pageAAAAAAAABFABAAAA|11880.37|0|-470.44
catalog channel|catalog_pageAAAAAAAABFCBAAAA|10718.84|0|2769.94
catalog channel|catalog_pageAAAAAAAABGABAAAA|14949.58|0|-662.27
catalog channel|catalog_pageAAAAAAAABGCBAAAA|14541.51|4794.08|-5819.01
catalog channel|catalog_pageAAAAAAAABHABAAAA|121.53|0|-4846.44
catalog channel|catalog_pageAAAAAAAABHCBAAAA|3591.96|0|-697.22
catalog channel|catalog_pageAAAAAAAABICBAAAA|166.54|0|30.80
catalog channel|catalog_pageAAAAAAAABJCBAAAA|807.88|0|-2583.62
catalog channel|catalog_pageAAAAAAAABKCBAAAA|21676.96|0|-2209.24
catalog channel|catalog_pageAAAAAAAABKPAAAAA|10287.34|884.40|-9123.46
catalog channel|catalog_pageAAAAAAAABLCBAAAA|22003.07|0|10519.08
catalog channel|catalog_pageAAAAAAAABLPAAAAA|24202.03|0|-3711.13
catalog channel|catalog_pageAAAAAAAABMPAAAAA|29162.94|750.12|-1140.21
catalog channel|catalog_pageAAAAAAAABNCBAAAA|6806.96|0|1295.38
catalog channel|catalog_pageAAAAAAAABNPAAAAA|31566.83|6357.70|-4955.16
catalog channel|catalog_pageAAAAAAAABOCBAAAA|3324.97|0|-952.52
catalog channel|catalog_pageAAAAAAAABOPAAAAA|9066.58|0|-6173.25
catalog channel|catalog_pageAAAAAAAABPCBAAAA|3616.58|561.12|212.65
catalog channel|catalog_pageAAAAAAAABPPAAAAA|31193.45|17.70|443.71
catalog channel|catalog_pageAAAAAAAACAABAAAA|28924.73|304.52|-16233.53
catalog channel|catalog_pageAAAAAAAACBABAAAA|47569.59|1437.81|6064.62
catalog channel|catalog_pageAAAAAAAACCABAAAA|8377.02|0|1867.65
catalog channel|catalog_pageAAAAAAAACDABAAAA|5294.11|94.15|-1598.00
catalog channel|catalog_pageAAAAAAAACDCBAAAA|1412.32|0|-3523.52
catalog channel|catalog_pageAAAAAAAACEABAAAA|13747.50|0|-9524.36
catalog channel|catalog_pageAAAAAAAACECBAAAA|5440.16|0|-3621.68
catalog channel|catalog_pageAAAAAAAACFABAAAA|8040.25|0|111.42
catalog channel|catalog_pageAAAAAAAACFCBAAAA|3149.64|0|33.28
catalog channel|catalog_pageAAAAAAAACGABAAAA|3074.53|1.29|1.92
catalog channel|catalog_pageAAAAAAAACGCBAAAA|6233.90|0|2034.90
catalog channel|catalog_pageAAAAAAAACHABAAAA|6401.52|0|-5302.88
catalog channel|catalog_pageAAAAAAAACICBAAAA|462.78|0|-3690.98
catalog channel|catalog_pageAAAAAAAACKCBAAAA|646.74|0|-2244.24
catalog channel|catalog_pageAAAAAAAACKPAAAAA|43286.65|0|779.68
catalog channel|catalog_pageAAAAAAAACLPAAAAA|27341.32|2163.80|1070.92
catalog channel|catalog_pageAAAAAAAACMCBAAAA|533.91|0|-257.52
