channel|id|sales|returns_|profit
NULL|NULL|557191426.37|12403336.49|-101829695.15
catalog channel|NULL|399769334.40|8033315.56|-44361022.55
catalog channel|NULL|379488.65|2008328.89|-1262553.25
catalog channel|1|131267647.10|2008328.89|-15825538.05
catalog channel|2|139389660.25|2008328.89|-14812307.25
catalog channel|5|128732538.40|2008328.89|-12460624.00
store channel|NULL|116125844.30|3303101.42|-52490318.19
store channel|1|20273828.04|541009.45|-8892473.64
store channel|2|19832563.17|611698.80|-8682366.36
store channel|4|19197401.81|480028.95|-8616925.13
store channel|7|19692745.14|508462.05|-8694362.39
store channel|8|18011555.60|604479.02|-8593997.43
store channel|10|19117750.54|557423.15|-9010193.24
web channel|NULL|41296247.67|1066919.51|-4978354.41
web channel|1|1322523.33|41774.54|-201946.42
web channel|2|1499012.97|45226.53|-86250.45
web channel|5|1263122.91|27856.32|-226079.93
web channel|7|1362049.48|50012.54|-280723.18
web channel|8|1348173.98|45184.11|-128001.26
web channel|11|1330875.21|36116.20|-110906.68
web channel|13|1401291.50|42705.89|-154830.17
web channel|14|1372135.09|43119.23|-217420.67
web channel|17|1463782.81|23572.40|-178135.07
web channel|19|1375072.08|22005.93|-121967.01
web channel|20|1367899.82|33367.51|-49977.97
web channel|23|1444329.49|14720.39|-118810.75
web channel|25|1432326.83|44045.72|-178359.31
web channel|26|1346507.33|40751.69|-264828.17
web channel|29|1580870.71|11400.08|-66648.74
web channel|31|1435322.74|35261.32|-117401.55
web channel|32|1474880.54|54435.16|-136714.96
web channel|35|1316750.99|32894.38|-184750.61
web channel|37|1259425.36|31013.01|-176361.04
web channel|38|1384968.46|56353.52|-152061.42
web channel|41|1342258.02|23587.49|-163267.89
web channel|43|1269685.20|40560.65|-160814.41
web channel|44|1408625.44|64796.06|-236015.20
web channel|47|1340520.08|20145.06|-168773.49
web channel|49|1405049.33|37226.60|-272169.88
web channel|50|1433829.03|46537.88|-70497.27
web channel|53|1284647.36|16319.65|-231649.12
web channel|55|1256232.26|44757.42|-254936.71
web channel|56|1388833.32|28855.73|-95092.34
web channel|59|1385246.00|12316.50|-172962.74
