channel|id|sales|returns_|profit
NULL|NULL|112458734.70|3255243.12|-31584085.44
catalog channel|NULL|38544639.28|1083573.98|-4396139.07
catalog channel|catalog_pageAAAAAAAAAAABAAAA|163753.93|4645.17|-36282.28
catalog channel|catalog_pageAAAAAAAAAABBAAAA|0.00|326.05|-191.31
catalog channel|catalog_pageAAAAAAAAABABAAAA|87201.46|0.00|838.90
catalog channel|catalog_pageAAAAAAAAABIAAAAA|0.00|564.80|-417.26
catalog channel|catalog_pageAAAAAAAAACABAAAA|66295.66|410.56|-8354.81
catalog channel|catalog_pageAAAAAAAAACJAAAAA|0.00|458.80|-1255.28
catalog channel|catalog_pageAAAAAAAAADABAAAA|80733.59|0.00|-28308.77
catalog channel|catalog_pageAAAAAAAAADCBAAAA|74461.52|0.00|-13496.66
catalog channel|catalog_pageAAAAAAAAAEABAAAA|72573.19|31.10|-11507.69
catalog channel|catalog_pageAAAAAAAAAEBBAAAA|0.00|732.24|-317.65
catalog channel|catalog_pageAAAAAAAAAECBAAAA|104457.44|0.00|-6611.61
catalog channel|catalog_pageAAAAAAAAAEPAAAAA|0.00|1415.67|-1158.73
catalog channel|catalog_pageAAAAAAAAAFABAAAA|65420.53|0.00|-20106.28
catalog channel|catalog_pageAAAAAAAAAFCBAAAA|105300.34|0.00|-8194.81
catalog channel|catalog_pageAAAAAAAAAFPAAAAA|0.00|127.09|-231.51
catalog channel|catalog_pageAAAAAAAAAGABAAAA|70575.69|3187.01|-12630.36
catalog channel|catalog_pageAAAAAAAAAGCBAAAA|86687.48|0.00|-780.19
catalog channel|catalog_pageAAAAAAAAAGIAAAAA|0.00|17.07|-105.35
catalog channel|catalog_pageAAAAAAAAAGPAAAAA|0.00|722.42|-3009.18
catalog channel|catalog_pageAAAAAAAAAHABAAAA|87201.78|0.00|-10260.58
catalog channel|catalog_pageAAAAAAAAAHCBAAAA|31174.07|0.00|-27306.81
catalog channel|catalog_pageAAAAAAAAAHPAAAAA|0.00|3922.70|-6561.73
catalog channel|catalog_pageAAAAAAAAAIABAAAA|0.00|25.55|-16.12
catalog channel|catalog_pageAAAAAAAAAICBAAAA|67523.56|0.00|-26215.54
catalog channel|catalog_pageAAAAAAAAAIPAAAAA|0.00|738.06|-892.10
catalog channel|catalog_pageAAAAAAAAAJABAAAA|0.00|281.75|-231.32
catalog channel|catalog_pageAAAAAAAAAJBBAAAA|0.00|3841.47|-2645.45
catalog channel|catalog_pageAAAAAAAAAJCBAAAA|64422.47|0.00|-21760.27
catalog channel|catalog_pageAAAAAAAAAJPAAAAA|0.00|776.21|-987.92
catalog channel|catalog_pageAAAAAAAAAKCBAAAA|8385.31|0.00|1119.71
catalog channel|catalog_pageAAAAAAAAAKPAAAAA|186409.44|1955.06|-17834.13
catalog channel|catalog_pageAAAAAAAAALCBAAAA|5307.21|0.00|-1410.66
catalog channel|catalog_pageAAAAAAAAALPAAAAA|127062.30|821.68|-9635.43
catalog channel|catalog_pageAAAAAAAAAMCBAAAA|7584.75|0.00|60.97
catalog channel|catalog_pageAAAAAAAAAMPAAAAA|165051.22|1660.34|2161.21
catalog channel|catalog_pageAAAAAAAAANBBAAAA|0.00|2770.26|-4806.67
catalog channel|catalog_pageAAAAAAAAANCBAAAA|3247.50|0.00|-999.98
catalog channel|catalog_pageAAAAAAAAANPAAAAA|151287.41|2497.94|-21987.54
catalog channel|catalog_pageAAAAAAAAAOABAAAA|0.00|233.40|-317.74
catalog channel|catalog_pageAAAAAAAAAOCBAAAA|6384.00|0.00|1780.68
catalog channel|catalog_pageAAAAAAAAAOPAAAAA|185559.84|82.29|10072.16
catalog channel|catalog_pageAAAAAAAAAPABAAAA|0.00|1018.02|-147.66
catalog channel|catalog_pageAAAAAAAAAPCBAAAA|7497.63|0.00|-3560.97
catalog channel|catalog_pageAAAAAAAAAPPAAAAA|192066.74|4317.48|-10580.22
catalog channel|catalog_pageAAAAAAAABAABAAAA|245522.46|0.00|-6595.62
catalog channel|catalog_pageAAAAAAAABABBAAAA|0.00|339.24|-357.33
catalog channel|catalog_pageAAAAAAAABAJAAAAA|0.00|3999.96|-892.25
catalog channel|catalog_pageAAAAAAAABBABAAAA|105735.80|0.00|-655.91
catalog channel|catalog_pageAAAAAAAABCABAAAA|63001.17|0.00|-22416.40
catalog channel|catalog_pageAAAAAAAABDABAAAA|95335.65|851.80|-15517.95
catalog channel|catalog_pageAAAAAAAABDBBAAAA|0.00|3064.75|-1892.02
catalog channel|catalog_pageAAAAAAAABDCBAAAA|67382.28|563.40|-13054.21
catalog channel|catalog_pageAAAAAAAABDJAAAAA|0.00|2136.45|-1010.60
catalog channel|catalog_pageAAAAAAAABDPAAAAA|0.00|379.16|-516.48
catalog channel|catalog_pageAAAAAAAABEABAAAA|68341.49|0.00|-16387.25
catalog channel|catalog_pageAAAAAAAABECBAAAA|59060.46|0.00|-11710.40
catalog channel|catalog_pageAAAAAAAABEPAAAAA|0.00|10339.55|-5613.65
catalog channel|catalog_pageAAAAAAAABFABAAAA|92343.51|0.00|-22989.96
catalog channel|catalog_pageAAAAAAAABFCBAAAA|85194.32|0.00|-13576.93
catalog channel|catalog_pageAAAAAAAABFIAAAAA|0.00|8697.10|-2081.71
catalog channel|catalog_pageAAAAAAAABFPAAAAA|0.00|6740.27|-5916.94
catalog channel|catalog_pageAAAAAAAABGABAAAA|82462.85|33.99|-18702.30
catalog channel|catalog_pageAAAAAAAABGCBAAAA|85875.93|0.00|-9051.98
catalog channel|catalog_pageAAAAAAAABGPAAAAA|0.00|8381.15|-6711.51
catalog channel|catalog_pageAAAAAAAABHABAAAA|124171.02|54.18|-197.57
catalog channel|catalog_pageAAAAAAAABHCBAAAA|68036.22|0.00|-14007.52
catalog channel|catalog_pageAAAAAAAABHPAAAAA|0.00|7365.89|-5178.27
catalog channel|catalog_pageAAAAAAAABICBAAAA|94990.21|0.00|4425.06
catalog channel|catalog_pageAAAAAAAABIPAAAAA|0.00|1564.60|-1447.13
catalog channel|catalog_pageAAAAAAAABJABAAAA|0.00|979.44|-1802.33
catalog channel|catalog_pageAAAAAAAABJCBAAAA|6231.12|0.00|1678.96
catalog channel|catalog_pageAAAAAAAABJPAAAAA|0.00|2436.63|-970.25
catalog channel|catalog_pageAAAAAAAABKCBAAAA|133.20|0.00|-1430.43
catalog channel|catalog_pageAAAAAAAABKPAAAAA|206609.66|473.75|-19692.70
catalog channel|catalog_pageAAAAAAAABLBBAAAA|0.00|4842.72|-785.83
catalog channel|catalog_pageAAAAAAAABLPAAAAA|169282.06|76.70|8430.92
catalog channel|catalog_pageAAAAAAAABMABAAAA|0.00|1234.35|-398.38
catalog channel|catalog_pageAAAAAAAABMCBAAAA|6706.57|0.00|-2348.17
catalog channel|catalog_pageAAAAAAAABMPAAAAA|168435.88|21.75|-37718.67
catalog channel|catalog_pageAAAAAAAABNCBAAAA|6532.76|0.00|-6949.13
catalog channel|catalog_pageAAAAAAAABNPAAAAA|153941.95|1472.80|-21070.32
catalog channel|catalog_pageAAAAAAAABOCBAAAA|1926.58|0.00|-2167.00
catalog channel|catalog_pageAAAAAAAABOPAAAAA|107801.17|0.00|-57851.69
catalog channel|catalog_pageAAAAAAAABPABAAAA|0.00|85.32|-80.67
catalog channel|catalog_pageAAAAAAAABPCBAAAA|3860.83|0.00|1081.78
catalog channel|catalog_pageAAAAAAAABPPAAAAA|194664.82|2402.38|-1062.59
catalog channel|catalog_pageAAAAAAAACAABAAAA|189820.60|5.96|1292.88
catalog channel|catalog_pageAAAAAAAACBABAAAA|118568.50|122.88|-3355.82
catalog channel|catalog_pageAAAAAAAACBBBAAAA|0.00|2219.07|-1573.11
catalog channel|catalog_pageAAAAAAAACBCBAAAA|0.00|2280.50|-331.26
catalog channel|catalog_pageAAAAAAAACBIAAAAA|0.00|0.00|-530.26
catalog channel|catalog_pageAAAAAAAACCABAAAA|137571.44|0.00|-16709.85
catalog channel|catalog_pageAAAAAAAACCCBAAAA|0.00|124.20|-313.56
catalog channel|catalog_pageAAAAAAAACCIAAAAA|0.00|70.29|-40.64
catalog channel|catalog_pageAAAAAAAACDABAAAA|54405.14|623.01|-32042.98
catalog channel|catalog_pageAAAAAAAACDCBAAAA|71871.07|0.00|-11581.87
catalog channel|catalog_pageAAAAAAAACDIAAAAA|0.00|416.10|-231.91
catalog channel|catalog_pageAAAAAAAACDPAAAAA|0.00|1279.25|-3731.50
