stop_id,stop_name,stop_lat,stop_lon
"de:08115:1303:2:1","Weil der Stadt Bahnhof","48.7551432936956","8.87272294455349"
"de:08115:1303:2:4","Weil der Stadt Bahnhof","48.7542193911232","8.87191446079767"
"de:08115:4574:0:1","Weil der Stadt Stadtgarten","48.7523774577301","8.869444093766"
"de:08115:4574:0:2","Weil der Stadt Stadtgarten","48.7523774577301","8.869444093766"
"de:08115:4575:0:1","Weil der Stadt Merklinger Straße","48.7554808692434","8.86798882300553"
"de:08115:4575:0:2","Weil der Stadt Merklinger Straße","48.7554808692434","8.86798882300553"
"de:08115:4577:0:1","Münklingen Neuhauser Str.","48.7769389105929","8.81035291436839"
"de:08317:12007:2:1","Lahr Schlüssel "Vis-à-Vis Bus" more text","48.3411985847104","7.87932997062448"
"de:08317:12007:2:1","Lahr Schlüssel "Vis-à-Vis Bus"","48.3411985847104","7.87932997062448"

