i_manager_id|sum_sales|avg_monthly_sales
1|49437.09|97891.64583333333
1|55142.89|97891.64583333333
1|55353.39|97891.64583333333
1|56017.54|97891.64583333333
1|58620.05|97891.64583333333
1|61186.98|97891.64583333333
1|75609.24|97891.64583333333
1|126584.37|97891.64583333333
1|126864.55|97891.64583333333
1|130020.01|97891.64583333333
1|183905.09|97891.64583333333
1|195958.55|97891.64583333333
2|49882.74|91897.83916666667
2|50989.11|91897.83916666667
2|51900.52|91897.83916666667
2|52956.18|91897.83916666667
2|53528.28|91897.83916666667
2|55927.62|91897.83916666667
2|67403.03|91897.83916666667
2|114797.00|91897.83916666667
2|119842.33|91897.83916666667
2|119934.46|91897.83916666667
2|178753.34|91897.83916666667
2|186859.46|91897.83916666667
3|67906.64|124874.20333333334
3|69269.53|124874.20333333334
3|70589.12|124874.20333333334
3|71964.80|124874.20333333334
3|72874.73|124874.20333333334
3|76805.27|124874.20333333334
3|94008.94|124874.20333333334
3|154063.39|124874.20333333334
3|159999.59|124874.20333333334
3|169638.76|124874.20333333334
3|237214.63|124874.20333333334
3|254155.04|124874.20333333334
4|65441.33|126549.40833333334
4|67578.41|126549.40833333334
4|69564.40|126549.40833333334
4|71778.48|126549.40833333334
4|73240.83|126549.40833333334
4|74444.89|126549.40833333334
4|97391.03|126549.40833333334
4|156811.13|126549.40833333334
4|166451.53|126549.40833333334
4|167920.46|126549.40833333334
4|252131.22|126549.40833333334
4|255839.19|126549.40833333334
5|68890.18|130609.2
5|70703.41|130609.2
5|72935.35|130609.2
5|74115.77|130609.2
5|74433.68|130609.2
5|78426.07|130609.2
5|100528.07|130609.2
5|167683.55|130609.2
5|173584.32|130609.2
5|176179.64|130609.2
5|249905.57|130609.2
5|259924.79|130609.2
6|53626.68|103496.645
6|58422.18|103496.645
6|58619.78|103496.645
6|60323.34|103496.645
6|62943.13|103496.645
6|63575.30|103496.645
6|79188.61|103496.645
6|134806.84|103496.645
6|135822.54|103496.645
6|135908.83|103496.645
6|187668.43|103496.645
6|211054.08|103496.645
7|53162.98|97095.45416666666
7|54422.33|97095.45416666666
7|54899.34|97095.45416666666
7|57563.48|97095.45416666666
7|57603.49|97095.45416666666
7|58290.00|97095.45416666666
7|75934.44|97095.45416666666
7|122624.09|97095.45416666666
7|124003.72|97095.45416666666
7|128022.43|97095.45416666666
7|185953.84|97095.45416666666
7|192665.31|97095.45416666666
8|72033.58|130755.96416666667
8|73326.29|130755.96416666667
8|74599.10|130755.96416666667
8|74963.05|130755.96416666667
8|75530.40|130755.96416666667
8|78753.57|130755.96416666667
8|96711.34|130755.96416666667
8|165625.06|130755.96416666667
8|168116.94|130755.96416666667
8|172807.06|130755.96416666667
8|254648.01|130755.96416666667
8|261957.17|130755.96416666667
9|64549.35|120862.73166666667
9|67218.78|120862.73166666667
9|67460.96|120862.73166666667
9|69045.89|120862.73166666667
