channel|id|sales|returns_|profit
NULL|NULL|1274648247.05|63416660.72|-368898384.64
catalog channel|NULL|440613611.89|22516470.55|-57050644.27
catalog channel|catalog_pageAAAAAAAAAAACAAAA|282020.02|20291.53|4442.91
catalog channel|catalog_pageAAAAAAAAAABCAAAA|377782.19|25237.83|-7462.92
catalog channel|catalog_pageAAAAAAAAAAMBAAAA|628994.38|39254.15|-76724.78
catalog channel|catalog_pageAAAAAAAAABACAAAA|179982.75|3931.92|-47579.92
catalog channel|catalog_pageAAAAAAAAABMBAAAA|618374.62|25874.47|-23738.47
catalog channel|catalog_pageAAAAAAAAACACAAAA|254336.07|8810.26|-82236.93
catalog channel|catalog_pageAAAAAAAAACMBAAAA|636894.22|25106.44|-13665.13
catalog channel|catalog_pageAAAAAAAAADACAAAA|296111.63|25569.23|-60596.28
catalog channel|catalog_pageAAAAAAAAADLBAAAA|1281114.85|67875.17|-126624.95
catalog channel|catalog_pageAAAAAAAAADMBAAAA|535961.93|20813.65|-132961.09
catalog channel|catalog_pageAAAAAAAAAEACAAAA|202502.10|13029.36|-44987.53
catalog channel|catalog_pageAAAAAAAAAELBAAAA|1219205.44|56519.40|-134304.89
catalog channel|catalog_pageAAAAAAAAAEMBAAAA|650693.24|21286.80|-8957.33
catalog channel|catalog_pageAAAAAAAAAFACAAAA|371900.46|15123.97|-59935.41
catalog channel|catalog_pageAAAAAAAAAFLBAAAA|1179384.80|73235.36|-157978.10
catalog channel|catalog_pageAAAAAAAAAFMBAAAA|615957.17|38951.29|-51282.80
catalog channel|catalog_pageAAAAAAAAAGACAAAA|373174.74|9626.81|-28706.70
catalog channel|catalog_pageAAAAAAAAAGLBAAAA|1304721.72|54117.94|-87096.88
catalog channel|catalog_pageAAAAAAAAAGMBAAAA|555283.93|26480.90|-45083.68
catalog channel|catalog_pageAAAAAAAAAHACAAAA|351814.96|17807.67|29019.44
catalog channel|catalog_pageAAAAAAAAAHLBAAAA|1202808.40|57842.36|-190607.12
catalog channel|catalog_pageAAAAAAAAAHMBAAAA|537333.81|30931.94|-142065.45
catalog channel|catalog_pageAAAAAAAAAIACAAAA|433598.44|8350.71|7880.23
catalog channel|catalog_pageAAAAAAAAAILBAAAA|1339700.21|69281.34|-126629.15
catalog channel|catalog_pageAAAAAAAAAIMBAAAA|529797.90|17495.31|-70254.94
catalog channel|catalog_pageAAAAAAAAAJACAAAA|304700.41|8979.54|-20819.38
catalog channel|catalog_pageAAAAAAAAAJLBAAAA|1150795.20|50186.01|-252212.98
catalog channel|catalog_pageAAAAAAAAAJMBAAAA|541442.04|14468.83|-51223.17
catalog channel|catalog_pageAAAAAAAAAKACAAAA|337694.09|14360.36|-84250.07
catalog channel|catalog_pageAAAAAAAAAKLBAAAA|1342294.90|43414.71|-101088.17
catalog channel|catalog_pageAAAAAAAAAKMBAAAA|551095.45|17541.34|-103385.14
catalog channel|catalog_pageAAAAAAAAAKPBAAAA|228813.56|14547.08|-51974.93
catalog channel|catalog_pageAAAAAAAAALACAAAA|323210.84|7530.25|3432.09
catalog channel|catalog_pageAAAAAAAAALLBAAAA|1118656.97|58761.67|-99882.63
catalog channel|catalog_pageAAAAAAAAALPBAAAA|245891.80|8566.12|-53080.32
catalog channel|catalog_pageAAAAAAAAAMACAAAA|385415.21|36671.91|-33940.57
catalog channel|catalog_pageAAAAAAAAAMLBAAAA|1057388.31|39373.89|-122653.17
catalog channel|catalog_pageAAAAAAAAAMPBAAAA|227197.18|7526.67|-41754.70
catalog channel|catalog_pageAAAAAAAAANACAAAA|337578.94|26002.77|-62212.14
catalog channel|catalog_pageAAAAAAAAANLBAAAA|1154006.66|29931.15|-159799.31
catalog channel|catalog_pageAAAAAAAAANPBAAAA|202226.39|3397.60|-69876.00
catalog channel|catalog_pageAAAAAAAAAOACAAAA|394125.97|36464.05|-24875.91
catalog channel|catalog_pageAAAAAAAAAOLBAAAA|1244560.47|45863.22|-139182.56
catalog channel|catalog_pageAAAAAAAAAOPBAAAA|235217.91|11003.25|4627.22
catalog channel|catalog_pageAAAAAAAAAPACAAAA|286867.76|27507.27|-59433.15
catalog channel|catalog_pageAAAAAAAAAPLBAAAA|582912.46|21712.03|-60496.11
catalog channel|catalog_pageAAAAAAAAAPPBAAAA|254775.30|9173.56|-54241.54
catalog channel|catalog_pageAAAAAAAABAACAAAA|297390.99|11496.07|-39981.56
catalog channel|catalog_pageAAAAAAAABABCAAAA|243244.90|18075.23|-48747.58
catalog channel|catalog_pageAAAAAAAABAMBAAAA|691956.15|20145.60|-67639.91
catalog channel|catalog_pageAAAAAAAABBACAAAA|243210.67|22276.99|-63742.27
catalog channel|catalog_pageAAAAAAAABBMBAAAA|520994.68|29883.96|-52483.72
catalog channel|catalog_pageAAAAAAAABCACAAAA|315181.37|19779.84|-15512.59
catalog channel|catalog_pageAAAAAAAABCMBAAAA|586433.03|27035.88|-89524.20
catalog channel|catalog_pageAAAAAAAABDACAAAA|258586.01|15173.36|16572.12
catalog channel|catalog_pageAAAAAAAABDLBAAAA|1238681.40|67714.35|-218310.72
catalog channel|catalog_pageAAAAAAAABDMBAAAA|540411.75|40583.13|-84705.69
catalog channel|catalog_pageAAAAAAAABEACAAAA|234856.70|6766.88|-52676.57
catalog channel|catalog_pageAAAAAAAABELBAAAA|1167621.38|54611.37|-221747.19
catalog channel|catalog_pageAAAAAAAABEMBAAAA|488686.28|19763.14|-57980.44
catalog channel|catalog_pageAAAAAAAABFACAAAA|280677.09|6262.14|-28949.96
catalog channel|catalog_pageAAAAAAAABFLBAAAA|1118135.68|80295.40|-196453.00
catalog channel|catalog_pageAAAAAAAABFMBAAAA|628600.52|38873.09|-75123.77
catalog channel|catalog_pageAAAAAAAABGACAAAA|426819.18|5954.50|-7039.77
catalog channel|catalog_pageAAAAAAAABGLBAAAA|1120926.04|41124.81|-133451.65
catalog channel|catalog_pageAAAAAAAABGMBAAAA|703184.33|68540.89|-97488.37
catalog channel|catalog_pageAAAAAAAABHACAAAA|312571.62|27051.10|-50276.83
catalog channel|catalog_pageAAAAAAAABHLBAAAA|1197897.54|58445.30|-106138.33
catalog channel|catalog_pageAAAAAAAABHMBAAAA|645687.23|37213.55|-35735.19
catalog channel|catalog_pageAAAAAAAABIACAAAA|321626.27|24006.41|-22122.30
catalog channel|catalog_pageAAAAAAAABILBAAAA|1279785.66|65782.83|-136592.59
catalog channel|catalog_pageAAAAAAAABIMBAAAA|539597.97|20702.29|-77197.57
catalog channel|catalog_pageAAAAAAAABJACAAAA|283329.70|17200.27|-78047.36
catalog channel|catalog_pageAAAAAAAABJLBAAAA|1170023.87|56322.08|-188617.51
catalog channel|catalog_pageAAAAAAAABJMBAAAA|499231.16|42979.49|-118042.53
catalog channel|catalog_pageAAAAAAAABKACAAAA|273035.78|10112.82|-88677.09
catalog channel|catalog_pageAAAAAAAABKLBAAAA|1109475.72|52467.12|-190263.60
catalog channel|catalog_pageAAAAAAAABKMBAAAA|565155.34|26087.51|-7398.33
catalog channel|catalog_pageAAAAAAAABKPBAAAA|274776.94|18072.06|-29302.47
catalog channel|catalog_pageAAAAAAAABLACAAAA|300292.40|26585.13|-25269.71
catalog channel|catalog_pageAAAAAAAABLLBAAAA|1151238.58|50384.60|-183776.72
catalog channel|catalog_pageAAAAAAAABLPBAAAA|179351.76|13228.29|-75904.00
catalog channel|catalog_pageAAAAAAAABMACAAAA|346003.05|19184.22|-20158.88
