channel|id|sales|returns_|profit
NULL|NULL|11381624642.94|306342963.03|-3145151806.46
catalog channel|NULL|3923782918.29|94420902.75|-449180228.44
catalog channel|catalog_pageAAAAAAAAAAABAAAA|0.00|10334.66|-6439.02
catalog channel|catalog_pageAAAAAAAAAAACAAAA|4878209.62|5120.04|-458336.40
catalog channel|catalog_pageAAAAAAAAAABCAAAA|298815.72|0.00|-3536.94
catalog channel|catalog_pageAAAAAAAAAAFBAAAA|0.00|853.20|-178.66
catalog channel|catalog_pageAAAAAAAAAAGBAAAA|0.00|6957.86|-5926.58
catalog channel|catalog_pageAAAAAAAAAALBAAAA|0.00|269302.12|-141520.92
catalog channel|catalog_pageAAAAAAAAAAMBAAAA|5353446.36|31680.74|-553242.27
catalog channel|catalog_pageAAAAAAAAAANBAAAA|0.00|35119.06|-19726.69
catalog channel|catalog_pageAAAAAAAAAAOAAAAA|0.00|30833.20|-17004.19
catalog channel|catalog_pageAAAAAAAAAAOBAAAA|0.00|30732.07|-26241.03
catalog channel|catalog_pageAAAAAAAAAAPBAAAA|0.00|11269.07|-6028.77
catalog channel|catalog_pageAAAAAAAAABABAAAA|0.00|12918.88|-7558.29
catalog channel|catalog_pageAAAAAAAAABACAAAA|4541187.72|10548.19|-665614.73
catalog channel|catalog_pageAAAAAAAAABFBAAAA|0.00|18757.80|-657.64
catalog channel|catalog_pageAAAAAAAAABLBAAAA|0.00|298405.67|-172739.16
catalog channel|catalog_pageAAAAAAAAABMBAAAA|5088055.32|53287.14|-537746.51
catalog channel|catalog_pageAAAAAAAAABNBAAAA|0.00|15109.17|-6587.76
catalog channel|catalog_pageAAAAAAAAABOAAAAA|0.00|4354.35|-4009.53
catalog channel|catalog_pageAAAAAAAAABOBAAAA|0.00|2357.96|-4038.36
catalog channel|catalog_pageAAAAAAAAABPBAAAA|0.00|8147.40|-1730.27
catalog channel|catalog_pageAAAAAAAAACABAAAA|0.00|7357.59|-3216.63
catalog channel|catalog_pageAAAAAAAAACACAAAA|4765635.85|11624.25|-596649.72
catalog channel|catalog_pageAAAAAAAAACLBAAAA|0.00|234519.42|-135544.80
catalog channel|catalog_pageAAAAAAAAACMBAAAA|5224312.58|21655.95|-651192.30
catalog channel|catalog_pageAAAAAAAAACNBAAAA|0.00|7117.00|-6668.75
catalog channel|catalog_pageAAAAAAAAACOAAAAA|0.00|19854.07|-11664.24
catalog channel|catalog_pageAAAAAAAAACOBAAAA|0.00|9994.63|-6905.90
catalog channel|catalog_pageAAAAAAAAACPBAAAA|0.00|8358.76|-6611.98
catalog channel|catalog_pageAAAAAAAAADACAAAA|5077803.53|5364.41|-448009.18
catalog channel|catalog_pageAAAAAAAAADLBAAAA|10831564.84|78288.28|-988477.57
catalog channel|catalog_pageAAAAAAAAADMBAAAA|5454701.79|66774.18|-345261.48
catalog channel|catalog_pageAAAAAAAAADNBAAAA|0.00|20736.68|-15706.64
