i_item_id|ca_country|ca_state|ca_county|agg1|agg2|agg3|agg4|agg5|agg6|agg7
AAAAAAAAAAAABAAA|United States|IN|Dearborn County|12.0|117.75|602.76|93.02|-461.04|1992.0|3.0
AAAAAAAAAAAABAAA|United States|IN|NULL|12.0|117.75|602.76|93.02|-461.04|1992.0|3.0
AAAAAAAAAAAABAAA|United States|NULL|NULL|12.0|117.75|602.76|93.02|-461.04|1992.0|3.0
AAAAAAAAAAAABAAA|NULL|NULL|NULL|12.0|117.75|602.76|93.02|-461.04|1992.0|3.0
AAAAAAAAAAABBAAA|United States|IN|Daviess County|100.0|45.85|0.0|22.46|-246.0|1972.0|3.0
AAAAAAAAAAABBAAA|United States|IN|NULL|100.0|45.85|0.0|22.46|-246.0|1972.0|3.0
AAAAAAAAAAABBAAA|United States|VA|Buchanan County|31.0|247.26|1549.07|116.21|-571.64|1974.0|5.0
AAAAAAAAAAABBAAA|United States|VA|NULL|31.0|247.26|1549.07|116.21|-571.64|1974.0|5.0
AAAAAAAAAAABBAAA|United States|NULL|NULL|65.5|146.555|774.535|69.335|-408.82|1973.0|4.0
AAAAAAAAAAABBAAA|NULL|NULL|NULL|65.5|146.555|774.535|69.335|-408.82|1973.0|4.0
AAAAAAAAAAABDAAA|United States|IN|Johnson County|24.0|37.49|0.0|22.49|-342.48|1976.0|4.0
AAAAAAAAAAABDAAA|United States|IN|NULL|24.0|37.49|0.0|22.49|-342.48|1976.0|4.0
AAAAAAAAAAABDAAA|United States|ND|McHenry County|27.0|46.28|0.0|8.33|-743.85|1971.0|0.0
AAAAAAAAAAABDAAA|United States|ND|Stark County|37.0|281.64|0.0|16.89|-3044.36|1983.0|0.0
AAAAAAAAAAABDAAA|United States|ND|NULL|32.0|163.96|0.0|12.61|-1894.105|1977.0|0.0
AAAAAAAAAAABDAAA|United States|NULL|NULL|29.333333333333332|121.80333333333333|0.0|15.903333333333334|-1376.8966666666668|1976.6666666666667|1.3333333333333333
AAAAAAAAAAABDAAA|NULL|NULL|NULL|29.333333333333332|121.80333333333333|0.0|15.903333333333334|-1376.8966666666668|1976.6666666666667|1.3333333333333333
AAAAAAAAAAACAAAA|United States|OK|Payne County|9.0|92.08|0.0|28.54|-126.81|1979.0|4.0
AAAAAAAAAAACAAAA|United States|OK|NULL|9.0|92.08|0.0|28.54|-126.81|1979.0|4.0
AAAAAAAAAAACAAAA|United States|NULL|NULL|9.0|92.08|0.0|28.54|-126.81|1979.0|4.0
AAAAAAAAAAACAAAA|NULL|NULL|NULL|9.0|92.08|0.0|28.54|-126.81|1979.0|4.0
AAAAAAAAAAACCAAA|United States|IN|White County|63.0|59.42|0.0|35.05|408.24|1942.0|2.0
AAAAAAAAAAACCAAA|United States|IN|NULL|63.0|59.42|0.0|35.05|408.24|1942.0|2.0
AAAAAAAAAAACCAAA|United States|NULL|NULL|63.0|59.42|0.0|35.05|408.24|1942.0|2.0
AAAAAAAAAAACCAAA|NULL|NULL|NULL|63.0|59.42|0.0|35.05|408.24|1942.0|2.0
AAAAAAAAAAADBAAA|United States|IN|Lawrence County|4.0|11.32|0.0|6.22|-16.68|1965.0|4.0
AAAAAAAAAAADBAAA|United States|IN|NULL|4.0|11.32|0.0|6.22|-16.68|1965.0|4.0
AAAAAAAAAAADBAAA|United States|NULL|NULL|4.0|11.32|0.0|6.22|-16.68|1965.0|4.0
AAAAAAAAAAADBAAA|NULL|NULL|NULL|4.0|11.32|0.0|6.22|-16.68|1965.0|4.0
AAAAAAAAAAADCAAA|United States|OK|Grant County|37.0|71.91|0.0|27.32|-443.26|1952.0|6.0
AAAAAAAAAAADCAAA|United States|OK|NULL|37.0|71.91|0.0|27.32|-443.26|1952.0|6.0
AAAAAAAAAAADCAAA|United States|NULL|NULL|37.0|71.91|0.0|27.32|-443.26|1952.0|6.0
AAAAAAAAAAADCAAA|NULL|NULL|NULL|37.0|71.91|0.0|27.32|-443.26|1952.0|6.0
AAAAAAAAAAAEAAAA|United States|MS|Wilkinson County|25.0|138.73|0.0|27.74|-739.75|NULL|0.0
AAAAAAAAAAAEAAAA|United States|MS|NULL|25.0|138.73|0.0|27.74|-739.75|NULL|0.0
AAAAAAAAAAAEAAAA|United States|OK|Major County|84.0|225.88|49.14|2.25|-6227.34|1985.0|1.0
AAAAAAAAAAAEAAAA|United States|OK|NULL|84.0|225.88|49.14|2.25|-6227.34|1985.0|1.0
AAAAAAAAAAAEAAAA|United States|NULL|NULL|54.5|182.305|24.57|14.995|-3483.545|1985.0|0.5
AAAAAAAAAAAEAAAA|NULL|NULL|NULL|54.5|182.305|24.57|14.995|-3483.545|1985.0|0.5
AAAAAAAAAAAEBAAA|United States|VA|Greensville County|90.0|143.13|0.0|48.66|71.1|1986.0|4.0
AAAAAAAAAAAEBAAA|United States|VA|NULL|90.0|143.13|0.0|48.66|71.1|1986.0|4.0
AAAAAAAAAAAEBAAA|United States|NULL|NULL|90.0|143.13|0.0|48.66|71.1|1986.0|4.0
AAAAAAAAAAAEBAAA|NULL|NULL|NULL|90.0|143.13|0.0|48.66|71.1|1986.0|4.0
AAAAAAAAAAAFAAAA|United States|MS|Covington County|12.0|50.28|0.0|16.08|-76.44|1932.0|4.0
AAAAAAAAAAAFAAAA|United States|MS|NULL|12.0|50.28|0.0|16.08|-76.44|1932.0|4.0
AAAAAAAAAAAFAAAA|United States|OK|Grant County|18.0|49.8|180.66|27.88|-88.14|1930.0|3.0
AAAAAAAAAAAFAAAA|United States|OK|NULL|18.0|49.8|180.66|27.88|-88.14|1930.0|3.0
AAAAAAAAAAAFAAAA|United States|NULL|NULL|15.0|50.04|90.33|21.98|-82.29|1931.0|3.5
AAAAAAAAAAAFAAAA|NULL|NULL|NULL|15.0|50.04|90.33|21.98|-82.29|1931.0|3.5
AAAAAAAAAAAFCAAA|United States|IN|Allen County|73.0|67.24|0.0|62.53|1058.5|1945.0|1.0
AAAAAAAAAAAFCAAA|United States|IN|NULL|73.0|67.24|0.0|62.53|1058.5|1945.0|1.0
AAAAAAAAAAAFCAAA|United States|MS|Sharkey County|64.0|288.5|0.0|213.49|7383.04|1972.0|5.0
AAAAAAAAAAAFCAAA|United States|MS|NULL|64.0|288.5|0.0|213.49|7383.04|1972.0|5.0
AAAAAAAAAAAFCAAA|United States|NULL|NULL|68.5|177.87|0.0|138.01|4220.77|1958.5|3.0
AAAAAAAAAAAFCAAA|NULL|NULL|NULL|68.5|177.87|0.0|138.01|4220.77|1958.5|3.0
AAAAAAAAAAAGBAAA|United States|MS|Humphreys County|52.0|170.26|0.0|134.5|3127.8|1986.0|0.0
AAAAAAAAAAAGBAAA|United States|MS|NULL|52.0|170.26|0.0|134.5|3127.8|1986.0|0.0
AAAAAAAAAAAGBAAA|United States|NULL|NULL|52.0|170.26|0.0|134.5|3127.8|1986.0|0.0
AAAAAAAAAAAGBAAA|NULL|NULL|NULL|52.0|170.26|0.0|134.5|3127.8|1986.0|0.0
AAAAAAAAAAAHAAAA|United States|IN|Delaware County|36.0|76.63|0.0|61.3|1284.12|1961.0|2.0
AAAAAAAAAAAHAAAA|United States|IN|Lagrange County|49.0|42.96|0.0|21.48|-10.78|1979.0|4.0
AAAAAAAAAAAHAAAA|United States|IN|NULL|42.5|59.795|0.0|41.39|636.67|1970.0|3.0
AAAAAAAAAAAHAAAA|United States|OK|Murray County|89.0|101.72|0.0|27.46|-688.86|1932.0|6.0
AAAAAAAAAAAHAAAA|United States|OK|Okfuskee County|23.0|134.42|0.0|96.78|1129.53|1927.0|1.0
AAAAAAAAAAAHAAAA|United States|OK|NULL|56.0|118.07|0.0|62.12|220.335|1929.5|3.5
AAAAAAAAAAAHAAAA|United States|NULL|NULL|49.25|88.9325|0.0|51.755|428.5025|1949.75|3.25
AAAAAAAAAAAHAAAA|NULL|NULL|NULL|49.25|88.9325|0.0|51.755|428.5025|1949.75|3.25
