ca_county|d_year|web_q1_q2_increase|store_q1_q2_increase|web_q2_q3_increase|store_q2_q3_increase
Accomack County|2000|0.9659633936667462|0.9269662296775164|1.9261143827794345|1.831437849865978
Ada County|2000|1.0218349036842076|0.9422191429069843|2.018198258548206|1.7984006248655577
Adams County|2000|1.0459709064967175|0.9554006072704171|1.8751877454793113|1.8177910767116543
Alachua County|2000|1.1120480696644643|0.9679821135907983|1.9138526371517164|1.8975921155125683
Amherst County|2000|0.9006020656350322|0.8915860178014221|2.097049243250292|2.051617887533719
Archuleta County|2000|1.170862531188439|1.0295438940352921|1.850852534078213|1.6917347744100977
Asotin County|2000|1.1425560263458383|0.9036003474172358|2.1862578687943803|1.9430274453397791
Assumption Parish|2000|0.8795948574883655|0.8561120203484277|2.232087700789935|1.7286030181121739
Atoka County|2000|1.2118498088284573|1.0386829222105354|1.5395395204998363|1.418457970796515
Austin County|2000|1.2253161783006055|1.0242845154038995|1.8032067361212567|1.7587429800444512
Barrow County|2000|0.9829072954084915|0.9535948663307372|1.8167821169762697|1.790849801202315
Barton County|2000|1.3800653787985486|1.0002770940259502|1.9233734051941695|1.7651804875122707
Blaine County|2000|1.1080654402434174|1.0233870072099347|1.7646449240632927|1.7481459155267145
Blue Earth County|2000|0.9853514965212803|0.9004891918627217|2.130019134155458|1.9235930441882292
Bond County|2000|1.018115838314875|0.9203967753342522|2.1976807068483315|1.6057928431841655
Box Butte County|2000|1.1333656894752007|0.9645530126990087|2.2010757115180293|1.9637641206664738
Bracken County|2000|1.2420851799423398|0.8970618416197641|1.6900553976627102|1.662878572212292
Brazos County|2000|0.9546697522424623|0.9412131410053673|2.1861691465846764|1.8856005907849853
Broadwater County|2000|0.995364159770146|0.8109751165465573|2.0067295429351337|1.8563288431328604
Bronx County|2000|1.1087191454371694|1.0185343547123697|1.9584904911542518|1.6771892947873264
Brooke County|2000|1.2702212136630384|0.8847102973202324|1.9302643847171699|1.6672543268030855
Bulloch County|2000|0.8277016153320814|0.8160667169566421|1.9472716796664775|1.7322696451864177
Burleigh County|2000|1.251097298160882|0.9971214887017594|1.9554924666878566|1.7852112511650866
Burleson County|2000|0.9927949310215987|0.8584109476518789|2.213615219954177|1.9124657897060122
Butler County|2000|0.969421243349511|0.9629910313562972|2.0395783645027166|1.804149026411097
Cache County|2000|1.0684102070080443|1.0060581097818495|1.942507743284954|1.9370754873484872
