d_week_seq1|r1|r2|r3|r4|r5|r6|round((sat_sales1 / sat_sales2), 2)
5270|3.46|1.83|1.88|1.59|3.47|3.49|3.37
5270|3.46|1.83|1.88|1.59|3.47|3.49|3.37
5270|3.46|1.83|1.88|1.59|3.47|3.49|3.37
5270|3.46|1.83|1.88|1.59|3.47|3.49|3.37
5270|3.46|1.83|1.88|1.59|3.47|3.49|3.37
5270|3.46|1.83|1.88|1.59|3.47|3.49|3.37
5270|3.46|1.83|1.88|1.59|3.47|3.49|3.37
5271|1.02|1.0|1.02|1.0|1.01|0.99|1.0
5271|1.02|1.0|1.02|1.0|1.01|0.99|1.0
5271|1.02|1.0|1.02|1.0|1.01|0.99|1.0
5271|1.02|1.0|1.02|1.0|1.01|0.99|1.0
5271|1.02|1.0|1.02|1.0|1.01|0.99|1.0
5271|1.02|1.0|1.02|1.0|1.01|0.99|1.0
5271|1.02|1.0|1.02|1.0|1.01|0.99|1.0
5271|1.02|1.0|1.02|1.0|1.01|0.99|1.0
5271|1.02|1.0|1.02|1.0|1.01|0.99|1.0
5271|1.02|1.0|1.02|1.0|1.01|0.99|1.0
5271|1.02|1.0|1.02|1.0|1.01|0.99|1.0
5271|1.02|1.0|1.02|1.0|1.01|0.99|1.0
5271|1.02|1.0|1.02|1.0|1.01|0.99|1.0
5271|1.02|1.0|1.02|1.0|1.01|0.99|1.0
5271|1.02|1.0|1.02|1.0|1.01|0.99|1.0
5271|1.02|1.0|1.02|1.0|1.01|0.99|1.0
5271|1.02|1.0|1.02|1.0|1.01|0.99|1.0
5271|1.02|1.0|1.02|1.0|1.01|0.99|1.0
5271|1.02|1.0|1.02|1.0|1.01|0.99|1.0
5271|1.02|1.0|1.02|1.0|1.01|0.99|1.0
5271|1.02|1.0|1.02|1.0|1.01|0.99|1.0
5271|1.02|1.0|1.02|1.0|1.01|0.99|1.0
5271|1.02|1.0|1.02|1.0|1.01|0.99|1.0
5271|1.02|1.0|1.02|1.0|1.01|0.99|1.0
5271|1.02|1.0|1.02|1.0|1.01|0.99|1.0
5271|1.02|1.0|1.02|1.0|1.01|0.99|1.0
