brand_id|brand|t_hour|t_minute|ext_price
1001001|amalgamalg #1|6|0|171.30
1001001|amalgamalg #1|6|1|157.71
1001001|amalgamalg #1|6|2|115.62
1001001|amalgamalg #1|6|3|6854.31
1001001|amalgamalg #1|6|4|2064.70
1001001|amalgamalg #1|6|5|2538.59
1001001|amalgamalg #1|6|7|2522.02
1001001|amalgamalg #1|6|8|264.80
1001001|amalgamalg #1|6|16|6290.55
1001001|amalgamalg #1|6|18|4094.28
1001001|amalgamalg #1|6|19|12397.96
1001001|amalgamalg #1|6|20|2228.14
1001001|amalgamalg #1|6|21|134.26
1001001|amalgamalg #1|6|22|584.88
1001001|amalgamalg #1|6|26|193.90
1001001|amalgamalg #1|6|27|2793.72
1001001|amalgamalg #1|6|28|8981.19
1001001|amalgamalg #1|6|29|3743.56
1001001|amalgamalg #1|6|34|1405.64
1001001|amalgamalg #1|6|35|842.56
1001001|amalgamalg #1|6|36|4129.05
1001001|amalgamalg #1|6|39|12734.45
1001001|amalgamalg #1|6|40|3037.44
1001001|amalgamalg #1|6|41|7883.22
1001001|amalgamalg #1|6|44|7224.46
1001001|amalgamalg #1|6|45|1007.60
1001001|amalgamalg #1|6|47|532.00
1001001|amalgamalg #1|6|48|88.50
1001001|amalgamalg #1|6|50|4287.50
1001001|amalgamalg #1|6|54|781.41
1001001|amalgamalg #1|6|55|9573.69
1001001|amalgamalg #1|6|56|29.16
1001001|amalgamalg #1|6|58|4129.42
1001001|amalgamalg #1|6|59|11692.94
1001001|amalgamalg #1|7|0|31.28
1001001|amalgamalg #1|7|1|7962.75
1001001|amalgamalg #1|7|2|3337.92
1001001|amalgamalg #1|7|3|632.20
1001001|amalgamalg #1|7|4|332.32
1001001|amalgamalg #1|7|5|1123.44
1001001|amalgamalg #1|7|7|767.56
1001001|amalgamalg #1|7|8|12081.13
1001001|amalgamalg #1|7|9|213.90
1001001|amalgamalg #1|7|10|768.04
1001001|amalgamalg #1|7|11|6896.75
1001001|amalgamalg #1|7|12|3844.37
1001001|amalgamalg #1|7|13|165.06
1001001|amalgamalg #1|7|15|1306.56
1001001|amalgamalg #1|7|16|1210.32
1001001|amalgamalg #1|7|17|968.90
1001001|amalgamalg #1|7|18|1629.18
1001001|amalgamalg #1|7|21|952.56
1001001|amalgamalg #1|7|22|1273.57
1001001|amalgamalg #1|7|24|10251.90
1001001|amalgamalg #1|7|25|1325.13
1001001|amalgamalg #1|7|26|8322.05
1001001|amalgamalg #1|7|27|1563.53
1001001|amalgamalg #1|7|28|4945.64
1001001|amalgamalg #1|7|29|7509.01
1001001|amalgamalg #1|7|32|3557.75
1001001|amalgamalg #1|7|33|3655.28
1001001|amalgamalg #1|7|34|6809.28
1001001|amalgamalg #1|7|36|3858.75
1001001|amalgamalg #1|7|37|150.75
1001001|amalgamalg #1|7|38|159.75
1001001|amalgamalg #1|7|39|2910.15
1001001|amalgamalg #1|7|40|7856.80
1001001|amalgamalg #1|7|42|21713.27
1001001|amalgamalg #1|7|47|6621.23
1001001|amalgamalg #1|7|48|379.44
1001001|amalgamalg #1|7|49|6873.80
1001001|amalgamalg #1|7|50|2897.43
1001001|amalgamalg #1|7|52|6787.26
1001001|amalgamalg #1|7|53|9475.61
1001001|amalgamalg #1|7|54|2572.48
1001001|amalgamalg #1|7|55|10975.27
1001001|amalgamalg #1|7|58|9557.06
1001001|amalgamalg #1|8|0|3271.74
1001001|amalgamalg #1|8|1|2317.27
1001001|amalgamalg #1|8|2|6403.58
1001001|amalgamalg #1|8|3|185.98
1001001|amalgamalg #1|8|4|882.88
1001001|amalgamalg #1|8|5|6160.47
1001001|amalgamalg #1|8|6|20816.95
1001001|amalgamalg #1|8|7|939.82
1001001|amalgamalg #1|8|8|5616.02
1001001|amalgamalg #1|8|10|8015.27
1001001|amalgamalg #1|8|11|6386.00
1001001|amalgamalg #1|8|12|3149.25
1001001|amalgamalg #1|8|13|3898.16
1001001|amalgamalg #1|8|14|14475.42
1001001|amalgamalg #1|8|15|1543.34
1001001|amalgamalg #1|8|16|9287.79
1001001|amalgamalg #1|8|17|26495.90
1001001|amalgamalg #1|8|18|7929.31
1001001|amalgamalg #1|8|19|8091.34
1001001|amalgamalg #1|8|20|6161.60
1001001|amalgamalg #1|8|21|2364.47
1001001|amalgamalg #1|8|22|24802.83
1001001|amalgamalg #1|8|23|6589.69
1001001|amalgamalg #1|8|24|8343.51
1001001|amalgamalg #1|8|25|2752.35
1001001|amalgamalg #1|8|26|2917.04
1001001|amalgamalg #1|8|27|61.35
1001001|amalgamalg #1|8|28|6835.29
1001001|amalgamalg #1|8|29|25476.10
1001001|amalgamalg #1|8|30|7071.55
1001001|amalgamalg #1|8|31|1595.75
1001001|amalgamalg #1|8|32|11344.83
1001001|amalgamalg #1|8|33|1023.04
1001001|amalgamalg #1|8|34|393.42
1001001|amalgamalg #1|8|35|11335.01
1001001|amalgamalg #1|8|36|1181.28
1001001|amalgamalg #1|8|37|12724.72
1001001|amalgamalg #1|8|39|3908.62
1001001|amalgamalg #1|8|40|15196.31
1001001|amalgamalg #1|8|41|573.43
1001001|amalgamalg #1|8|42|4615.44
1001001|amalgamalg #1|8|43|4132.94
1001001|amalgamalg #1|8|44|7925.04
1001001|amalgamalg #1|8|45|4955.03
1001001|amalgamalg #1|8|46|2420.88
1001001|amalgamalg #1|8|47|9254.15
1001001|amalgamalg #1|8|48|12773.49
1001001|amalgamalg #1|8|49|16447.62
1001001|amalgamalg #1|8|50|6449.72
1001001|amalgamalg #1|8|52|6144.09
1001001|amalgamalg #1|8|53|2518.22
1001001|amalgamalg #1|8|54|3866.23
1001001|amalgamalg #1|8|55|6183.48
1001001|amalgamalg #1|8|56|19094.01
1001001|amalgamalg #1|8|57|5814.43
1001001|amalgamalg #1|8|58|457.16
1001001|amalgamalg #1|8|59|607.10
1001001|amalgamalg #1|9|0|41639.90
1001001|amalgamalg #1|9|1|16903.07
1001001|amalgamalg #1|9|2|9283.70
1001001|amalgamalg #1|9|3|4269.81
1001001|amalgamalg #1|9|4|4691.47
1001001|amalgamalg #1|9|5|10225.97
1001001|amalgamalg #1|9|6|4551.11
1001001|amalgamalg #1|9|7|3915.12
1001001|amalgamalg #1|9|8|11131.79
1001001|amalgamalg #1|9|9|5482.10
1001001|amalgamalg #1|9|10|4063.53
1001001|amalgamalg #1|9|11|14728.98
1001001|amalgamalg #1|9|12|4351.66
1001001|amalgamalg #1|9|13|9761.94
1001001|amalgamalg #1|9|14|4780.69
1001001|amalgamalg #1|9|15|15258.03
1001001|amalgamalg #1|9|16|19313.25
1001001|amalgamalg #1|9|17|10841.70
1001001|amalgamalg #1|9|18|13006.23
1001001|amalgamalg #1|9|19|13079.31
1001001|amalgamalg #1|9|20|10281.92
1001001|amalgamalg #1|9|21|3804.89
1001001|amalgamalg #1|9|22|16382.58
1001001|amalgamalg #1|9|23|4694.88
1001001|amalgamalg #1|9|24|24191.97
1001001|amalgamalg #1|9|25|7929.94
1001001|amalgamalg #1|9|26|5564.92
1001001|amalgamalg #1|9|27|5753.90
1001001|amalgamalg #1|9|28|12944.03
1001001|amalgamalg #1|9|29|14182.82
1001001|amalgamalg #1|9|30|1594.98
1001001|amalgamalg #1|9|31|6909.66
1001001|amalgamalg #1|9|32|2448.85
1001001|amalgamalg #1|9|33|18725.36
1001001|amalgamalg #1|9|34|13416.82
1001001|amalgamalg #1|9|35|16588.62
1001001|amalgamalg #1|9|36|5264.64
1001001|amalgamalg #1|9|37|12224.93
1001001|amalgamalg #1|9|38|12011.52
1001001|amalgamalg #1|9|39|5371.18
1001001|amalgamalg #1|9|40|3223.78
1001001|amalgamalg #1|9|41|10328.11
1001001|amalgamalg #1|9|42|7034.97
1001001|amalgamalg #1|9|43|10854.33
1001001|amalgamalg #1|9|44|3445.49
1001001|amalgamalg #1|9|45|3511.64
1001001|amalgamalg #1|9|46|17544.89
1001001|amalgamalg #1|9|47|22868.43
1001001|amalgamalg #1|9|48|8694.93
1001001|amalgamalg #1|9|49|11848.95
1001001|amalgamalg #1|9|50|29597.95
1001001|amalgamalg #1|9|51|3584.51
1001001|amalgamalg #1|9|52|3407.15
1001001|amalgamalg #1|9|53|2615.10
1001001|amalgamalg #1|9|54|3279.92
1001001|amalgamalg #1|9|55|14043.23
1001001|amalgamalg #1|9|56|6230.88
1001001|amalgamalg #1|9|58|9462.17
1001001|amalgamalg #1|9|59|12511.12
1001001|amalgamalg #1|17|0|10255.31
1001001|amalgamalg #1|17|1|20143.99
1001001|amalgamalg #1|17|2|25499.09
1001001|amalgamalg #1|17|3|5574.89
1001001|amalgamalg #1|17|4|3478.41
1001001|amalgamalg #1|17|5|1985.88
1001001|amalgamalg #1|17|6|7359.08
1001001|amalgamalg #1|17|7|7922.19
1001001|amalgamalg #1|17|8|3687.79
1001001|amalgamalg #1|17|9|4206.36
1001001|amalgamalg #1|17|10|19767.17
1001001|amalgamalg #1|17|11|16074.06
1001001|amalgamalg #1|17|12|18026.79
1001001|amalgamalg #1|17|13|7747.57
1001001|amalgamalg #1|17|14|12008.74
1001001|amalgamalg #1|17|15|1544.74
1001001|amalgamalg #1|17|16|804.61
1001001|amalgamalg #1|17|17|10213.34
1001001|amalgamalg #1|17|18|12251.34
1001001|amalgamalg #1|17|19|27693.15
1001001|amalgamalg #1|17|20|12749.64
1001001|amalgamalg #1|17|21|2131.06
1001001|amalgamalg #1|17|22|17194.27
1001001|amalgamalg #1|17|23|17771.24
1001001|amalgamalg #1|17|24|13496.49
