channel|col_name|d_year|d_qoy|i_category|sales_cnt|sales_amt
catalog|cs_ship_addr_sk|1998|1|NULL|23|54232.92
catalog|cs_ship_addr_sk|1998|1|Books|1035|1395364.94
catalog|cs_ship_addr_sk|1998|1|Children|977|1226181.78
catalog|cs_ship_addr_sk|1998|1|Electronics|1054|1207667.76
catalog|cs_ship_addr_sk|1998|1|Home|979|1309181.76
catalog|cs_ship_addr_sk|1998|1|Jewelry|997|1335974.63
catalog|cs_ship_addr_sk|1998|1|Men|996|1321693.87
catalog|cs_ship_addr_sk|1998|1|Music|1079|1486794.86
catalog|cs_ship_addr_sk|1998|1|Shoes|1028|1378177.46
catalog|cs_ship_addr_sk|1998|1|Sports|1026|1300633.15
catalog|cs_ship_addr_sk|1998|1|Women|1028|1360457.63
catalog|cs_ship_addr_sk|1998|2|NULL|28|46541.87
catalog|cs_ship_addr_sk|1998|2|Books|1030|1252666.91
catalog|cs_ship_addr_sk|1998|2|Children|1008|1225279.10
catalog|cs_ship_addr_sk|1998|2|Electronics|996|1232578.81
catalog|cs_ship_addr_sk|1998|2|Home|1041|1389536.77
catalog|cs_ship_addr_sk|1998|2|Jewelry|984|1194722.41
catalog|cs_ship_addr_sk|1998|2|Men|982|1339618.76
catalog|cs_ship_addr_sk|1998|2|Music|977|1269861.92
catalog|cs_ship_addr_sk|1998|2|Shoes|1052|1366338.57
catalog|cs_ship_addr_sk|1998|2|Sports|1021|1261821.30
catalog|cs_ship_addr_sk|1998|2|Women|1041|1457319.43
catalog|cs_ship_addr_sk|1998|3|NULL|56|73676.28
catalog|cs_ship_addr_sk|1998|3|Books|1957|2486621.24
catalog|cs_ship_addr_sk|1998|3|Children|1924|2551507.60
catalog|cs_ship_addr_sk|1998|3|Electronics|1932|2477592.47
catalog|cs_ship_addr_sk|1998|3|Home|1939|2496216.57
catalog|cs_ship_addr_sk|1998|3|Jewelry|1961|2371977.01
catalog|cs_ship_addr_sk|1998|3|Men|1882|2515154.73
catalog|cs_ship_addr_sk|1998|3|Music|2020|2655940.33
catalog|cs_ship_addr_sk|1998|3|Shoes|1893|2468924.92
catalog|cs_ship_addr_sk|1998|3|Sports|1999|2568169.90
catalog|cs_ship_addr_sk|1998|3|Women|1824|2409931.59
catalog|cs_ship_addr_sk|1998|4|NULL|81|97829.53
catalog|cs_ship_addr_sk|1998|4|Books|3109|3929636.67
catalog|cs_ship_addr_sk|1998|4|Children|3175|4010683.47
catalog|cs_ship_addr_sk|1998|4|Electronics|3148|4087861.42
catalog|cs_ship_addr_sk|1998|4|Home|3102|3725760.79
