2011-07-28 10:54:23.934+00,618475290624,fa,"About Wolfgang Amadeus Mozart,  Mozart, and Joseph Haydn wrote thatAbout Martin Luther, ed to the 1963 March on Washington, About Hugo Cháve",,49.246.218.237,Firefox,140,14,0,58,,1
2010-11-22 07:55:41.755+00,343597383683,fa,"About Rupert Murdoch, publishing technologieAbout Yuvan Shankar Raja,  music for Tamil as weAbout Djibouti,",,77.245.239.11,Firefox,108,14,0,80,,1
2010-12-31 09:20:34.824+00,343597383684,fa,"About Chulalongkorn,  the epithet Phra Piya MaAbout Peter Sellers, chameleon. Sellers rose tAbout Free as a Bird,  people c",,77.245.239.11,Firefox,123,14,0,80,,1
2012-05-11 10:26:12.467+00,962072674309,,,photo962072674309.jpg,77.245.239.11,Firefox,0,14,962072674306,80,,1
2012-05-11 10:26:13.467+00,962072674310,,,photo962072674310.jpg,77.245.239.11,Firefox,0,14,962072674306,80,,1
2012-05-11 10:26:14.467+00,962072674311,,,photo962072674311.jpg,77.245.239.11,Firefox,0,14,962072674306,80,,1
2012-05-11 10:26:15.467+00,962072674312,,,photo962072674312.jpg,77.245.239.11,Firefox,0,14,962072674306,80,,1
2012-05-11 10:26:16.467+00,962072674313,,,photo962072674313.jpg,77.245.239.11,Firefox,0,14,962072674306,80,,1
2012-05-11 10:26:17.467+00,962072674314,,,photo962072674314.jpg,77.245.239.11,Firefox,0,14,962072674306,80,,1
2012-05-11 10:26:18.467+00,962072674315,,,photo962072674315.jpg,77.245.239.11,Firefox,0,14,962072674306,80,,1
2012-05-11 10:26:19.467+00,962072674316,,,photo962072674316.jpg,77.245.239.11,Firefox,0,14,962072674306,80,,1
2012-05-11 10:26:20.467+00,962072674317,,,photo962072674317.jpg,77.245.239.11,Firefox,0,14,962072674306,80,,1
2012-05-11 10:26:21.467+00,962072674318,,,photo962072674318.jpg,77.245.239.11,Firefox,0,14,962072674306,80,,1
2012-05-11 10:26:22.467+00,962072674319,,,photo962072674319.jpg,77.245.239.11,Firefox,0,14,962072674306,80,,1
