0,Kam_Air,http://dbpedia.org/resource/Kam_Air,59
1,Balkh_Airlines,http://dbpedia.org/resource/Balkh_Airlines,59
2,Khyber_Afghan_Airlines,http://dbpedia.org/resource/Khyber_Afghan_Airlines,59
3,MarcoPolo_Airways,http://dbpedia.org/resource/MarcoPolo_Airways,59
4,Pamir_Airways,http://dbpedia.org/resource/Pamir_Airways,59
5,Bakhtar_Afghan_Airlines,http://dbpedia.org/resource/Bakhtar_Afghan_Airlines,59
6,Safi_Airways,http://dbpedia.org/resource/Safi_Airways,59
7,Air_Algérie,http://dbpedia.org/resource/Air_Algérie,60
8,Khalifa_Airways,http://dbpedia.org/resource/Khalifa_Airways,60
9,Tassili_Airlines,http://dbpedia.org/resource/Tassili_Airlines,60
10,Antinea_Airlines,http://dbpedia.org/resource/Antinea_Airlines,60
11,Star_Aviation,http://dbpedia.org/resource/Star_Aviation,60
12,TAAG_Angola_Airlines,http://dbpedia.org/resource/TAAG_Angola_Airlines,2
13,Aero_Tropical,http://dbpedia.org/resource/Aero_Tropical,2
14,Angola_Air_Charter,http://dbpedia.org/resource/Angola_Air_Charter,2
15,Alada,http://dbpedia.org/resource/Alada,2
16,Air_Gemini,http://dbpedia.org/resource/Air_Gemini,2
17,Aeronáutica_(Angola),http://dbpedia.org/resource/Aeronáutica_(Angola),2
18,Diexim_Expresso,http://dbpedia.org/resource/Diexim_Expresso,2
19,SonAir,http://dbpedia.org/resource/SonAir,2
20,Air_26,http://dbpedia.org/resource/Air_26,2
21,Aerolíneas_Argentinas,http://dbpedia.org/resource/Aerolíneas_Argentinas,61
22,Austral_Líneas_Aéreas,http://dbpedia.org/resource/Austral_Líneas_Aéreas,61
23,Líneas_Aéreas_Privadas_Argentinas,http://dbpedia.org/resource/Líneas_Aéreas_Privadas_Argentinas,61
24,Aero_VIP_(Argentina),http://dbpedia.org/resource/Aero_VIP_(Argentina),61
25,CATA_Línea_Aérea,http://dbpedia.org/resource/CATA_Línea_Aérea,61
26,LADE,http://dbpedia.org/resource/LADE,61
27,Líneas_Aéreas_Federales,http://dbpedia.org/resource/Líneas_Aéreas_Federales,61
28,LAN_Argentina,http://dbpedia.org/resource/LAN_Argentina,61
29,Sol_Líneas_Aéreas,http://dbpedia.org/resource/Sol_Líneas_Aéreas,61
30,Andes_Líneas_Aéreas,http://dbpedia.org/resource/Andes_Líneas_Aéreas,61
31,Silver_Sky_Airlines,http://dbpedia.org/resource/Silver_Sky_Airlines,61
32,Dinar_Líneas_Aéreas,http://dbpedia.org/resource/Dinar_Líneas_Aéreas,61
33,Aerochaco,http://dbpedia.org/resource/Aerochaco,61
34,Trans_Australia_Airlines,http://dbpedia.org/resource/Trans_Australia_Airlines,62
35,Ansett_Australia,http://dbpedia.org/resource/Ansett_Australia,62
36,Skywest_Airlines,http://dbpedia.org/resource/Skywest_Airlines,62
37,Virgin_Blue,http://dbpedia.org/resource/Virgin_Blue,62
38,Jetstar_Airways,http://dbpedia.org/resource/Jetstar_Airways,62
39,Kendell_Airlines,http://dbpedia.org/resource/Kendell_Airlines,62
40,Impulse_Airlines,http://dbpedia.org/resource/Impulse_Airlines,62
41,Sunshine_Express_Airlines,http://dbpedia.org/resource/Sunshine_Express_Airlines,62
42,Norfolk_Jet_Express,http://dbpedia.org/resource/Norfolk_Jet_Express,62
43,Alliance_Airlines,http://dbpedia.org/resource/Alliance_Airlines,62
44,Aeropelican_Air_Services,http://dbpedia.org/resource/Aeropelican_Air_Services,62
45,Aero-Tropics_Air_Services,http://dbpedia.org/resource/Aero-Tropics_Air_Services,62
46,Emu_Airways,http://dbpedia.org/resource/Emu_Airways,62
47,Cobham_Aviation_Services_Australia,http://dbpedia.org/resource/Cobham_Aviation_Services_Australia,62
48,Rossair_(Australia),http://dbpedia.org/resource/Rossair_(Australia),62
