channel|id|sales|returns_|profit
NULL|NULL|38632381.43|1930230.16|-10652531.56
catalog channel|NULL|13385170.66|651003.88|-1360344.81
catalog channel|catalog_pageAAAAAAAAAAABAAAA|68670.90|8635.32|-6167.29
catalog channel|catalog_pageAAAAAAAAABABAAAA|14776.53|1268.89|-4012.30
catalog channel|catalog_pageAAAAAAAAACABAAAA|17082.71|0.00|-2865.64
catalog channel|catalog_pageAAAAAAAAADABAAAA|22098.08|0.00|4014.64
catalog channel|catalog_pageAAAAAAAAADCBAAAA|26767.88|5486.38|-12374.65
catalog channel|catalog_pageAAAAAAAAAEABAAAA|38817.77|0.00|-3403.35
catalog channel|catalog_pageAAAAAAAAAECBAAAA|18192.96|0.00|-1553.62
catalog channel|catalog_pageAAAAAAAAAFABAAAA|10437.36|39.48|-7745.47
catalog channel|catalog_pageAAAAAAAAAFCBAAAA|10386.17|0.00|1368.17
catalog channel|catalog_pageAAAAAAAAAGABAAAA|50512.79|5552.17|5452.89
catalog channel|catalog_pageAAAAAAAAAGCBAAAA|7129.68|2052.16|-4556.17
catalog channel|catalog_pageAAAAAAAAAHABAAAA|18156.87|1570.82|-10137.43
catalog channel|catalog_pageAAAAAAAAAHCBAAAA|3785.32|0.00|-3613.90
catalog channel|catalog_pageAAAAAAAAAICBAAAA|2857.79|0.00|-4829.14
catalog channel|catalog_pageAAAAAAAAAJCBAAAA|18314.37|0.00|1541.18
catalog channel|catalog_pageAAAAAAAAAKCBAAAA|5792.24|0.00|-2752.02
catalog channel|catalog_pageAAAAAAAAAKPAAAAA|89595.79|10925.66|-22100.93
catalog channel|catalog_pageAAAAAAAAALCBAAAA|13621.09|0.00|-6738.76
catalog channel|catalog_pageAAAAAAAAALPAAAAA|50230.56|3977.02|-26526.66
catalog channel|catalog_pageAAAAAAAAAMCBAAAA|45049.12|7219.81|4134.08
catalog channel|catalog_pageAAAAAAAAAMPAAAAA|40040.88|111.48|1110.57
catalog channel|catalog_pageAAAAAAAAANCBAAAA|6581.34|0.00|-2440.27
catalog channel|catalog_pageAAAAAAAAANPAAAAA|50189.83|3736.45|-17938.40
catalog channel|catalog_pageAAAAAAAAAOCBAAAA|19431.17|0.00|2296.16
catalog channel|catalog_pageAAAAAAAAAOPAAAAA|54131.60|530.22|-27835.31
catalog channel|catalog_pageAAAAAAAAAPCBAAAA|24035.20|0.00|2744.48
catalog channel|catalog_pageAAAAAAAAAPPAAAAA|53287.20|269.21|7469.59
catalog channel|catalog_pageAAAAAAAABAABAAAA|30690.86|272.85|-4604.32
catalog channel|catalog_pageAAAAAAAABBABAAAA|38517.00|2099.70|2186.65
catalog channel|catalog_pageAAAAAAAABCABAAAA|30959.19|2395.94|-7132.40
catalog channel|catalog_pageAAAAAAAABDABAAAA|28955.87|0.00|-4611.99
catalog channel|catalog_pageAAAAAAAABDCBAAAA|30812.54|578.16|-5688.96
catalog channel|catalog_pageAAAAAAAABEABAAAA|24076.99|3189.79|-4190.07
catalog channel|catalog_pageAAAAAAAABECBAAAA|15791.74|1159.20|-7720.31
catalog channel|catalog_pageAAAAAAAABFABAAAA|41749.06|149.58|-2350.64
catalog channel|catalog_pageAAAAAAAABFCBAAAA|8508.76|701.94|-867.37
catalog channel|catalog_pageAAAAAAAABGABAAAA|34895.77|3431.43|-9095.76
catalog channel|catalog_pageAAAAAAAABGCBAAAA|25538.08|173.07|915.19
catalog channel|catalog_pageAAAAAAAABHABAAAA|38484.29|0.00|4905.68
catalog channel|catalog_pageAAAAAAAABHCBAAAA|19293.99|3916.65|2621.05
catalog channel|catalog_pageAAAAAAAABICBAAAA|17339.89|0.00|1464.13
catalog channel|catalog_pageAAAAAAAABJCBAAAA|30044.78|0.00|-1067.36
catalog channel|catalog_pageAAAAAAAABKCBAAAA|4756.18|0.00|-8378.94
catalog channel|catalog_pageAAAAAAAABKPAAAAA|75583.85|1247.22|-2291.18
catalog channel|catalog_pageAAAAAAAABLCBAAAA|6319.81|0.00|-7602.96
catalog channel|catalog_pageAAAAAAAABLPAAAAA|37030.23|0.00|-3688.20
