channel|id|sales|returns_|profit
NULL|NULL|339642300.41|9106522.27|-94856819.86
catalog channel|NULL|117570859.27|2652904.90|-13454466.61
catalog channel|catalog_pageAAAAAAAAAAABAAAA|511723.61|1573.75|-44132.78
catalog channel|catalog_pageAAAAAAAAAACBAAAA|0.00|3335.80|-2047.23
catalog channel|catalog_pageAAAAAAAAABABAAAA|269947.34|2976.36|-56693.78
catalog channel|catalog_pageAAAAAAAAABCBAAAA|0.00|1355.24|-1136.28
catalog channel|catalog_pageAAAAAAAAABIAAAAA|0.00|39.75|-1845.37
catalog channel|catalog_pageAAAAAAAAABJAAAAA|0.00|44.88|-99.27
catalog channel|catalog_pageAAAAAAAAACABAAAA|294555.50|3392.11|-27526.72
catalog channel|catalog_pageAAAAAAAAADABAAAA|260420.54|0.00|-31131.31
catalog channel|catalog_pageAAAAAAAAADBBAAAA|0.00|35.77|-143.43
catalog channel|catalog_pageAAAAAAAAADCBAAAA|302111.21|0.00|-35173.14
catalog channel|catalog_pageAAAAAAAAADIAAAAA|0.00|10941.89|-9656.20
catalog channel|catalog_pageAAAAAAAAAEABAAAA|366785.93|0.00|-13956.46
catalog channel|catalog_pageAAAAAAAAAECBAAAA|205787.87|0.00|-46423.99
catalog channel|catalog_pageAAAAAAAAAEIAAAAA|0.00|509.76|-1340.04
catalog channel|catalog_pageAAAAAAAAAEPAAAAA|0.00|20052.75|-17117.69
catalog channel|catalog_pageAAAAAAAAAFABAAAA|247052.73|49.40|-44190.88
catalog channel|catalog_pageAAAAAAAAAFCBAAAA|270699.71|0.00|7217.92
catalog channel|catalog_pageAAAAAAAAAFIAAAAA|0.00|1460.20|-609.39
catalog channel|catalog_pageAAAAAAAAAFPAAAAA|0.00|13478.24|-4347.86
catalog channel|catalog_pageAAAAAAAAAGABAAAA|382886.91|0.00|-5633.06
catalog channel|catalog_pageAAAAAAAAAGCBAAAA|210237.62|0.00|-57261.86
catalog channel|catalog_pageAAAAAAAAAGPAAAAA|0.00|8965.25|-6713.98
catalog channel|catalog_pageAAAAAAAAAHABAAAA|285170.67|4394.77|-49477.19
catalog channel|catalog_pageAAAAAAAAAHCBAAAA|275058.37|0.00|-893.66
catalog channel|catalog_pageAAAAAAAAAHIAAAAA|0.00|48.16|-100.93
catalog channel|catalog_pageAAAAAAAAAHPAAAAA|0.00|8118.74|-2070.77
catalog channel|catalog_pageAAAAAAAAAIABAAAA|0.00|1248.57|-1118.72
catalog channel|catalog_pageAAAAAAAAAIBBAAAA|0.00|1526.61|-1342.14
catalog channel|catalog_pageAAAAAAAAAICBAAAA|224175.39|0.00|-19219.14
catalog channel|catalog_pageAAAAAAAAAIPAAAAA|0.00|6645.61|-4761.99
catalog channel|catalog_pageAAAAAAAAAJCBAAAA|341082.94|0.00|-34313.02
catalog channel|catalog_pageAAAAAAAAAJPAAAAA|0.00|19094.93|-8092.44
catalog channel|catalog_pageAAAAAAAAAKABAAAA|0.00|552.51|-285.62
catalog channel|catalog_pageAAAAAAAAAKCBAAAA|6916.66|0.00|-6543.91
catalog channel|catalog_pageAAAAAAAAAKPAAAAA|402840.13|2918.53|-118572.56
catalog channel|catalog_pageAAAAAAAAALABAAAA|0.00|1566.74|-343.03
catalog channel|catalog_pageAAAAAAAAALBBAAAA|0.00|1859.29|-1081.09
catalog channel|catalog_pageAAAAAAAAALCBAAAA|45819.35|0.00|8968.91
catalog channel|catalog_pageAAAAAAAAALPAAAAA|576505.43|7016.33|-109602.41
catalog channel|catalog_pageAAAAAAAAAMBBAAAA|0.00|198.22|-203.75
catalog channel|catalog_pageAAAAAAAAAMCBAAAA|2651.20|0.00|-3062.50
catalog channel|catalog_pageAAAAAAAAAMPAAAAA|510642.36|2290.24|-3378.15
catalog channel|catalog_pageAAAAAAAAANABAAAA|0.00|1871.10|-1637.31
catalog channel|catalog_pageAAAAAAAAANCBAAAA|20408.25|0.00|2580.82
catalog channel|catalog_pageAAAAAAAAANPAAAAA|550133.24|7720.38|-65566.23
catalog channel|catalog_pageAAAAAAAAAOABAAAA|0.00|477.54|-248.15
catalog channel|catalog_pageAAAAAAAAAOCBAAAA|17393.64|0.00|-3543.47
catalog channel|catalog_pageAAAAAAAAAOPAAAAA|483226.07|156.18|-63145.47
catalog channel|catalog_pageAAAAAAAAAPCBAAAA|28730.75|0.00|2126.09
catalog channel|catalog_pageAAAAAAAAAPIAAAAA|0.00|11.79|-379.11
catalog channel|catalog_pageAAAAAAAAAPPAAAAA|536653.35|2016.66|-60773.58
catalog channel|catalog_pageAAAAAAAABAABAAAA|613406.64|7086.85|-67600.87
catalog channel|catalog_pageAAAAAAAABABBAAAA|0.00|3558.49|-1462.17
catalog channel|catalog_pageAAAAAAAABACBAAAA|0.00|213.36|-151.76
catalog channel|catalog_pageAAAAAAAABBABAAAA|257491.43|560.65|-3294.84
catalog channel|catalog_pageAAAAAAAABBJAAAAA|0.00|3255.45|-241.99
catalog channel|catalog_pageAAAAAAAABCABAAAA|309520.08|224.52|-11737.60
catalog channel|catalog_pageAAAAAAAABCBBAAAA|0.00|588.76|-186.36
catalog channel|catalog_pageAAAAAAAABCCBAAAA|0.00|5700.97|-2706.69
catalog channel|catalog_pageAAAAAAAABCIAAAAA|0.00|539.44|-415.03
catalog channel|catalog_pageAAAAAAAABCJAAAAA|0.00|98.32|-200.42
catalog channel|catalog_pageAAAAAAAABDABAAAA|280911.16|172.82|-36637.15
catalog channel|catalog_pageAAAAAAAABDBBAAAA|0.00|1523.38|-796.66
catalog channel|catalog_pageAAAAAAAABDCBAAAA|237575.85|0.00|-49237.11
catalog channel|catalog_pageAAAAAAAABDIAAAAA|0.00|185.13|-194.58
catalog channel|catalog_pageAAAAAAAABDPAAAAA|0.00|18512.95|-14179.33
catalog channel|catalog_pageAAAAAAAABEABAAAA|287264.61|37.00|2810.24
catalog channel|catalog_pageAAAAAAAABEBBAAAA|0.00|1721.86|-1841.46
catalog channel|catalog_pageAAAAAAAABECBAAAA|255524.06|0.00|-56320.25
catalog channel|catalog_pageAAAAAAAABEPAAAAA|0.00|19012.35|-9022.75
catalog channel|catalog_pageAAAAAAAABFABAAAA|267556.01|239.12|-34289.13
catalog channel|catalog_pageAAAAAAAABFCBAAAA|215241.99|0.00|10500.50
catalog channel|catalog_pageAAAAAAAABFPAAAAA|0.00|13797.75|-7673.32
catalog channel|catalog_pageAAAAAAAABGABAAAA|333990.25|1701.75|-40289.08
catalog channel|catalog_pageAAAAAAAABGBBAAAA|0.00|2447.80|-447.92
catalog channel|catalog_pageAAAAAAAABGCBAAAA|210814.71|0.00|-12336.73
catalog channel|catalog_pageAAAAAAAABGPAAAAA|0.00|18210.65|-9546.24
catalog channel|catalog_pageAAAAAAAABHABAAAA|221542.20|1404.06|-44916.72
catalog channel|catalog_pageAAAAAAAABHCBAAAA|223339.53|0.00|2011.72
catalog channel|catalog_pageAAAAAAAABHPAAAAA|0.00|9812.61|-5892.15
catalog channel|catalog_pageAAAAAAAABICBAAAA|315694.84|0.00|-6915.81
catalog channel|catalog_pageAAAAAAAABIPAAAAA|0.00|7602.58|-4391.24
catalog channel|catalog_pageAAAAAAAABJABAAAA|0.00|2305.54|-1453.60
catalog channel|catalog_pageAAAAAAAABJCBAAAA|19584.72|0.00|-1106.53
catalog channel|catalog_pageAAAAAAAABJMAAAAA|0.00|4528.03|-676.92
catalog channel|catalog_pageAAAAAAAABJPAAAAA|0.00|18890.88|-13482.22
catalog channel|catalog_pageAAAAAAAABKABAAAA|0.00|949.30|-381.98
catalog channel|catalog_pageAAAAAAAABKCBAAAA|18971.09|0.00|-4823.69
catalog channel|catalog_pageAAAAAAAABKMAAAAA|0.00|36.21|-86.23
catalog channel|catalog_pageAAAAAAAABKPAAAAA|538167.02|2054.99|-74561.72
catalog channel|catalog_pageAAAAAAAABLABAAAA|0.00|584.68|-292.14
catalog channel|catalog_pageAAAAAAAABLBBAAAA|0.00|119.82|-80.97
catalog channel|catalog_pageAAAAAAAABLCBAAAA|8149.90|0.00|-6821.86
catalog channel|catalog_pageAAAAAAAABLPAAAAA|684084.07|5932.74|-3549.31
