ca_county|d_year|web_q1_q2_increase|store_q1_q2_increase|web_q2_q3_increase|store_q2_q3_increase
Adams County|2000|1.0088716824701154|0.8377421122538866|2.2293577635914525|1.788509138427948
Allen Parish|2000|1.1000735180441754|0.9142065279268867|5.0857179688092415|1.8242785063384948
Anchorage Borough|2000|2.6464288505683906|0.9077766084762552|2.1646136287415247|1.0343421230819725
Ascension Parish|2000|3.6250297177783644|1.4201358373435735|2.5916821905851273|1.5177198750879728
Ashland County|2000|0.9369762790815421|0.5409640644675852|3.1268848545771104|1.7959008283977234
Atchison County|2000|1.217609056559786|1.060620710282792|2.2792584451266373|1.8263645009223464
Ballard County|2000|2.3892597054732234|1.4489300140108985|2.111719424204584|1.193854342300157
Bannock County|2000|1.9131580414362095|0.5735472171186851|4.048085050893558|3.2930303890567787
Beadle County|2000|2.7539895592811967|1.3270081311622768|1.4299042242732372|0.9070022042676104
Bexar County|2000|1.2759494261453765|0.823173067172228|6.035083325106251|1.0967381897397281
Big Stone County|2000|5.104489996848667|3.286611309985184|4.225766327018555|1.0452179108522979
Blaine County|2000|1.2124366941411835|1.1699695965209302|2.645623351743015|1.5107718590934673
Blanco County|2000|2.554112293311401|0.8849714989151236|2.6464107208845915|1.9239428047367395
Bonneville County|2000|1.1818191140351435|0.8913838839314508|2.6631089866625897|1.860157362241969
Breathitt County|2000|0.7489062692095481|0.592629274631418|3.068718465135452|2.9251625543758526
Brooks County|2000|0.9733199857478634|0.6304034052823637|2.0290937025652753|1.9622077721531386
Brown County|2000|1.015292172336584|0.7239955824448135|2.609680926903025|2.5227195614681115
Brunswick County|2000|1.513529534942282|1.2771447659389883|2.096307871016571|1.6073579609449111
Buncombe County|2000|0.6064184657053444|0.1933801230053801|6.095314758090115|5.092634014396422
Butts County|2000|2.4933246969168517|1.0739558071774407|1.7126339160817097|1.42554600934902
Caldwell Parish|2000|2.3337767594279755|1.3309898212569595|3.7121663074466515|1.2313521994459053
Callaway County|2000|3.2631760759171757|1.1975542756233266|0.8764505049589352|0.5923753274610625
Cameron Parish|2000|1.3958235842970639|0.7930478303459519|2.2822313505600875|2.0877160604355844
Cannon County|2000|2.266069358381267|1.4414354262891855|1.4785341553263427|0.8220294261567849
Cape Girardeau County|2000|2.1541929808245333|1.7249053205676554|1.4553517614517288|0.5614736134351433
Cassia County|2000|1.8958379591241992|0.8617198667696312|1.8352496451270925|1.5052044266216362
Catoosa County|2000|1.7796441166122186|1.529947124628507|1.154898716737002|1.0542940287653555
Charles Mix County|2000|3.1903954741982887|2.1191871879333486|1.533857912459883|0.8452710537387774
Chatham County|2000|1.2696926330211018|0.7817432320878394|2.428207202977488|2.066903670875863
Chickasaw County|2000|1.6204849045238288|0.732755050726808|2.9736462448409373|2.9055375039811637
Chouteau County|2000|2.280254240177859|0.9821162202924274|3.06517539810023|1.8966557055023427
Churchill County|2000|1.3675502169635378|0.5605889610909577|3.599318232684659|2.2729203199249595
Clearfield County|2000|2.2454936896328643|1.4664775210051566|1.794962817568998|1.551850595228077
Coal County|2000|2.21739237158543|0.7936309893806445|3.3152307935448424|1.4348870989887297
Coffee County|2000|3.5103704494885433|0.7770094855005129|3.4626592478993015|2.503813767525619
Cole County|2000|1.2448611334834208|0.7949733470531902|3.397505734941257|1.4797233304783939
Coles County|2000|0.8120771001150748|0.43635535027829103|2.2789091218263877|2.2049985503568625
Collingsworth County|2000|3.319661518898686|1.1775815030056422|1.3738789279690136|0.8370319185731963
Colusa County|2000|2.2831502512798836|2.0544966252948793|1.5127734406307503|1.4636911584655294
Coosa County|2000|3.9072675348332058|1.9057552580620263|1.2609316223381186|0.8923832519928334
Crane County|2000|1.2819718797410529|1.0201073399193672|5.9564131430549665|1.9455393914130323
Craven County|2000|0.8260114674308057|0.8112602134760923|5.32857718458655|1.4876245295285566
Crittenden County|2000|3.4423967577875216|1.2931415194953015|2.2809038323053903|1.0570556583749244
Culberson County|2000|0.5387607291758492|0.5127313131670413|3.788753545550644|2.8354266864789013
Custer County|2000|1.4988682977569825|0.8053718586592173|2.284013360156797|2.189212710310998
Dale County|2000|3.0087479171625806|1.419797481646427|1.9015154811630217|1.4286734110869699
Danville city|2000|6.060515050156135|0.7946039736619556|1.871481813610421|1.3108075430501192
Davis County|2000|1.9913440823727326|0.6907270454725656|1.4234796233919023|1.2115945198355325
Dawson County|2000|1.885272731250457|1.1068000739028887|2.277280288861013|1.9463175721575563
DeKalb County|2000|2.208471850094412|1.2236580873916458|2.1947235499836557|1.7496790046609785
Durham County|2000|0.6800573945174997|0.6495084324412125|2.015707791117581|1.5086339717130617
East Carroll Parish|2000|1.4957720141888926|0.9724578609514698|2.17813605632138|1.7187100045045487
Edgar County|2000|1.105230418726792|1.07419359072576|2.500027974109833|1.3088287134847303
Emery County|2000|10.523706988500663|2.0599676060433874|1.6417084929882029|1.5868411653667234
Emmons County|2000|0.8860158638848511|0.28436413138706174|4.887861827991102|3.15115037985202
Erie County|2000|1.1107485398735608|0.7664673689608519|1.6008986750507272|1.1658114011249006
Fairfax city|2000|2.160204657946224|1.9379047462527657|1.087847257998575|0.6210189059715003
Finney County|2000|1.2034089483724701|0.5234112815117841|2.3688782903666668|2.3088898176146997
Fisher County|2000|1.0179667391156442|0.9750864183327145|1.6551425779420246|0.9472564506909907
Fluvanna County|2000|3.1886126194886377|2.379487652622613|1.551347471116485|1.0282202896945192
Fremont County|2000|2.307022661135739|0.8564396736190236|2.2199488151822466|1.88638334663822
Fresno County|2000|0.8313767330659486|0.45070929289618566|3.0472028528030153|2.885334128957732
Gaston County|2000|1.6789139594421498|1.0043107960089956|2.877634287313379|2.5665891558705205
Geauga County|2000|1.575017053770606|1.0491771405939427|0.4701441221592625|0.4083867147757202
Gibson County|2000|1.2332611254196486|0.7624820231985193|1.9689796053903772|1.8538883359750962
Giles County|2000|3.3100731019745377|1.353881023734668|2.7850259527150323|1.6590126980714142
Gladwin County|2000|2.256171972941914|1.7135647605881856|2.4145298372317314|1.0611933829441296
Glasscock County|2000|0.7811833121972038|0.7125672298009456|6.2257417502392745|2.8455097164626535
Goochland County|2000|0.9165248846336309|0.6203619386209284|2.5723007593006835|1.400843934678067
Goodhue County|2000|1.1889910245449054|0.6870004644575606|3.216512515303432|1.5157152965973195
Grady County|2000|0.5425380468622731|0.5312614648281094|5.300874314945921|1.8274522125225505
Grafton County|2000|11.81771636356077|2.9144524585374723|1.222578453162061|0.9980131868832064
Greenup County|2000|0.6112138847701614|0.542920727796194|4.061436662138235|2.003285104666767
Griggs County|2000|1.065778926356179|0.7822520229332993|1.1541874649444117|0.9886194327140884
Hampton city|2000|1.08264656425811|0.4915322004467987|3.7298819077934855|1.4787434359461396
Hansford County|2000|1.2227523055735536|0.9255421994442229|2.5982919445453034|1.2044989819789345
Hardee County|2000|1.520672599981318|1.1575705808939305|6.421195599350897|1.224678899703395
Hartley County|2000|2.666749572835186|0.6843287551119748|2.3280757330450417|2.143473986625309
Harvey County|2000|1.2817113942035814|1.0343652631880693|4.1358226208536655|1.1417741498070946
Hays County|2000|4.349302504144116|0.8695633593324112|0.9769496222559706|0.17606497889981249
Holt County|2000|1.8470855103655839|1.0662401237186931|1.3219905981019997|0.996326592986048
Huron County|2000|1.1580950069473408|0.7519549944755659|2.5708621368858986|1.6903796690807935
Hutchinson County|2000|1.346684121293215|1.2527903753078395|5.622904256253627|2.5190099642176595
Irwin County|2000|0.61935343696961|0.5542399426638951|3.459270467453231|2.6259029662677826
Isle of Wight County|2000|1.9336512360789695|0.572423107599002|4.245844764302359|2.997759992359959
Itasca County|2000|4.866725206806233|1.3394970383908256|1.3700826693569546|0.9243869511569093
Jefferson Davis County|2000|1.1778812908986|0.6577656316575079|2.59666956558542|1.3434538653003691
Jewell County|2000|1.135230043713451|0.8918311322175274|2.1657808324404706|0.9320241019255117
Juneau Borough|2000|1.0764219221678568|0.5904570611424064|3.1092350236407342|1.1110599345141268
Juniata County|2000|0.7224906789079537|0.6162478761198334|5.40298977012236|3.811231229107607
Kalkaska County|2000|0.7623071160365088|0.6473978433777688|5.698324824914702|2.9912176056494415
Kearny County|2000|2.707127445226024|1.6138647251256615|3.5138028597486666|1.24174306983783
Kennebec County|2000|1.6517254566567234|1.4050243737656007|2.707678197616576|0.7208131043278132
Kenton County|2000|1.1429521114314232|0.773711003723231|1.4984276944170605|1.280686198997977
Kingman County|2000|2.0708556453711444|1.4385660884126743|1.5737117384963106|1.061901971904231
Lackawanna County|2000|2.8994769802255336|1.506246241772264|3.8114406904892224|1.5608707602008889
Lafourche Parish|2000|1.913564246079116|0.2647470218019391|5.419490308508836|4.02569704252419
Lanier County|2000|1.4204451131709523|1.4161878597233477|1.8536898177270642|1.4170567521518074
Larue County|2000|4.715799683223292|2.1576116294184686|0.8784414618913111|0.48596021986441074
Leavenworth County|2000|2.744811088972045|1.235922938314261|2.4490048718674085|2.3119234842189273
Lewis County|2000|2.77938640294664|0.7811778055351897|2.166352181773975|1.946830740623363
