d_week_seq1|r1|r2|r3|r4|r5|r6|round((sat_sales1 / sat_sales2), 2)
5270|3.34|1.85|1.85|1.77|3.3|3.38|3.22
5270|3.34|1.85|1.85|1.77|3.3|3.38|3.22
5270|3.34|1.85|1.85|1.77|3.3|3.38|3.22
5270|3.34|1.85|1.85|1.77|3.3|3.38|3.22
5270|3.34|1.85|1.85|1.77|3.3|3.38|3.22
5270|3.34|1.85|1.85|1.77|3.3|3.38|3.22
5270|3.34|1.85|1.85|1.77|3.3|3.38|3.22
5271|0.99|0.99|0.96|1.07|1.06|0.92|0.97
5271|0.99|0.99|0.96|1.07|1.06|0.92|0.97
5271|0.99|0.99|0.96|1.07|1.06|0.92|0.97
5271|0.99|0.99|0.96|1.07|1.06|0.92|0.97
5271|0.99|0.99|0.96|1.07|1.06|0.92|0.97
5271|0.99|0.99|0.96|1.07|1.06|0.92|0.97
5271|0.99|0.99|0.96|1.07|1.06|0.92|0.97
5271|0.99|0.99|0.96|1.07|1.06|0.92|0.97
5271|0.99|0.99|0.96|1.07|1.06|0.92|0.97
5271|0.99|0.99|0.96|1.07|1.06|0.92|0.97
5271|0.99|0.99|0.96|1.07|1.06|0.92|0.97
5271|0.99|0.99|0.96|1.07|1.06|0.92|0.97
5271|0.99|0.99|0.96|1.07|1.06|0.92|0.97
5271|0.99|0.99|0.96|1.07|1.06|0.92|0.97
5271|0.99|0.99|0.96|1.07|1.06|0.92|0.97
5271|0.99|0.99|0.96|1.07|1.06|0.92|0.97
5271|0.99|0.99|0.96|1.07|1.06|0.92|0.97
5271|0.99|0.99|0.96|1.07|1.06|0.92|0.97
5271|0.99|0.99|0.96|1.07|1.06|0.92|0.97
5271|0.99|0.99|0.96|1.07|1.06|0.92|0.97
5271|0.99|0.99|0.96|1.07|1.06|0.92|0.97
5271|0.99|0.99|0.96|1.07|1.06|0.92|0.97
5271|0.99|0.99|0.96|1.07|1.06|0.92|0.97
5271|0.99|0.99|0.96|1.07|1.06|0.92|0.97
5271|0.99|0.99|0.96|1.07|1.06|0.92|0.97
5271|0.99|0.99|0.96|1.07|1.06|0.92|0.97
5271|0.99|0.99|0.96|1.07|1.06|0.92|0.97
5271|0.99|0.99|0.96|1.07|1.06|0.92|0.97
5271|0.99|0.99|0.96|1.07|1.06|0.92|0.97
5271|0.99|0.99|0.96|1.07|1.06|0.92|0.97
5271|0.99|0.99|0.96|1.07|1.06|0.92|0.97
5271|0.99|0.99|0.96|1.07|1.06|0.92|0.97
5271|0.99|0.99|0.96|1.07|1.06|0.92|0.97
