brand_id|brand|t_hour|t_minute|ext_price
1002001|"importoamalg #1"|18|44|NULL
1004002|"edu packamalg #2"|19|30|NULL
2001001|"amalgimporto #1"|18|41|NULL
2003002|"exportiimporto #2"|9|27|NULL
3002001|"importoexporti #1"|19|37|NULL
3004002|"edu packexporti #2"|19|24|NULL
5004001|"edu packscholar #1"|8|40|NULL
6001001|"amalgcorp #1"|8|24|NULL
6012005|"importobrand #5"|8|29|NULL
6012005|"importobrand #5"|9|44|NULL
6016003|"corpbrand #3"|8|9|NULL
7001009|"amalgbrand #9"|18|42|NULL
7007010|"brandbrand #10"|19|12|NULL
7009005|"maxibrand #5"|18|40|NULL
7010003|"univnameless #3"|8|26|NULL
7010008|"univnameless #8"|17|22|NULL
7012003|"importonameless #3"|9|34|NULL
7012003|"importonameless #3"|19|55|NULL
7015002|"scholarnameless #2"|8|33|NULL
8003003|"exportinameless #3"|18|22|NULL
10004004|"edu packunivamalg #4"|17|42|NULL
7004006|"edu packbrand #6"|9|7|21073.34
10003016|"exportiunivamalg #16"|19|18|19710.65
8013009|"exportimaxi #9"|18|56|19619.01
2002001|"importoimporto #1"|19|31|19219.16
4001002|"amalgedu pack #2"|18|27|18895.68
6016003|"corpbrand #3"|8|11|18519.60
7013007|"exportinameless #7"|18|48|17664.46
2003002|"exportiimporto #2"|18|43|17427.34
5001002|"amalgscholar #2"|6|2|17065.00
3003001|"exportiexporti #1"|19|37|16531.50
10013013|"exportiamalgamalg #13"|18|30|16441.92
7016007|"corpnameless #7"|9|38|16235.38
10016003|"corpamalgamalg #3"|17|16|16082.22
1004002|"edu packamalg #2"|17|49|15812.55
7010008|"univnameless #8"|17|15|15475.50
4003001|"exportiedu pack #1"|6|57|15428.30
6005007|"scholarcorp #7"|19|15|15406.38
6005001|"scholarcorp #1"|18|43|15042.95
3003001|"exportiexporti #1"|19|46|14697.90
9009009|"maximaxi #9"|18|5|14515.01
6002005|"importocorp #5"|9|57|14418.25
9008005|"namelessmaxi #5"|18|11|14287.06
5003001|"exportischolar #1"|19|47|13843.02
9008005|"namelessmaxi #5"|17|53|13704.60
8014005|"edu packmaxi #5"|18|28|13500.30
3002002|"importoexporti #2"|17|6|13383.00
6008007|"namelesscorp #7"|18|33|13284.00
5003001|"exportischolar #1"|17|5|13176.83
6011003|"amalgbrand #3"|17|28|13021.89
5004002|"edu packscholar #2"|7|43|13003.65
8016006|"corpmaxi #6"|8|1|12937.96
10003016|"exportiunivamalg #16"|17|24|12768.80
8003003|"exportinameless #3"|8|49|12695.30
1002002|"importoamalg #2"|7|14|12602.16
8012005|"importomaxi #5"|19|30|12601.71
1003001|"exportiamalg #1"|17|59|12582.96
10016001|"corpamalgamalg #1"|19|21|12494.48
1002001|"importoamalg #1"|19|31|12297.28
6008005|"namelesscorp #5"|17|47|12252.44
6003003|"exporticorp #3"|19|25|11925.90
9010009|"univunivamalg #9"|18|36|11925.87
2001002|"amalgimporto #2"|19|56|11895.74
7015007|"scholarnameless #7"|17|11|11864.94
7010008|"univnameless #8"|17|34|11682.40
4003001|"exportiedu pack #1"|17|15|11653.62
6002001|"importocorp #1"|17|1|11649.21
6008003|"namelesscorp #3"|9|55|11607.75
2002001|"importoimporto #1"|19|40|11545.95
9010009|"univunivamalg #9"|8|23|11503.55
7007004|"brandbrand #4"|18|54|11421.33
4004001|"edu packedu pack #1"|17|42|11156.94
10006002|"corpunivamalg #2"|19|26|11109.12
1002001|"importoamalg #1"|17|19|11099.90
10006002|"corpunivamalg #2"|18|55|11043.75
6005001|"scholarcorp #1"|17|13|10941.60
7004006|"edu packbrand #6"|9|30|10895.30
5001001|"amalgscholar #1"|18|14|10860.94
7012010|"importonameless #10"|8|24|10860.21
9011009|"amalgunivamalg #9"|17|36|10846.08
6011001|"amalgbrand #1"|17|21|10809.92
9006008|"corpmaxi #8"|6|57|10752.84
1001002|"amalgamalg #2"|7|13|10728.20
4004002|"edu packedu pack #2"|19|26|10700.80
6003003|"exporticorp #3"|7|39|10683.27
10005013|"scholarunivamalg #13"|18|49|10670.05
2001002|"amalgimporto #2"|6|49|10640.80
9003003|"exportimaxi #3"|18|2|10616.00
3003001|"exportiexporti #1"|9|40|10580.32
7001009|"amalgbrand #9"|18|19|10569.30
3003001|"exportiexporti #1"|6|23|10485.15
7009010|"maxibrand #10"|19|51|10484.99
1003002|"exportiamalg #2"|19|25|10412.35
4002001|"importoedu pack #1"|18|59|10391.43
1004002|"edu packamalg #2"|19|49|10379.30
2002001|"importoimporto #1"|9|32|10360.35
3004001|"edu packexporti #1"|17|12|10284.80
7001004|"amalgbrand #4"|8|58|10253.04
9007011|"brandmaxi #11"|7|51|10247.31
10013015|"exportiamalgamalg #15"|9|41|10180.56
10005013|"scholarunivamalg #13"|18|7|10140.03
7009005|"maxibrand #5"|6|50|10115.25
10003007|"exportiunivamalg #7"|18|37|10076.08
6012008|"importobrand #8"|9|42|10042.41
2003001|"exportiimporto #1"|9|50|10033.77
3003002|"exportiexporti #2"|19|14|10032.24
9013002|"exportiunivamalg #2"|7|47|10032.00
4004001|"edu packedu pack #1"|17|21|9997.32
6008005|"namelesscorp #5"|17|59|9995.02
3002002|"importoexporti #2"|19|14|9990.20
10015004|"scholaramalgamalg #4"|18|15|9978.80
9011009|"amalgunivamalg #9"|18|35|9907.58
8009005|"maxinameless #5"|18|50|9901.07
1001002|"amalgamalg #2"|9|50|9832.96
8009005|"maxinameless #5"|18|31|9772.84
9009002|"maximaxi #2"|19|31|9694.72
7001005|"amalgbrand #5"|17|16|9659.76
2004002|"edu packimporto #2"|19|18|9602.76
3002001|"importoexporti #1"|17|52|9575.36
2001001|"amalgimporto #1"|8|54|9553.44
9014002|"edu packunivamalg #2"|8|31|9460.80
9002011|"importomaxi #11"|7|53|9450.93
10012005|"importoamalgamalg #5"|18|39|9440.20
4004002|"edu packedu pack #2"|9|58|9411.84
5001002|"amalgscholar #2"|9|10|9352.20
10002011|"importounivamalg #11"|9|48|9259.25
6001001|"amalgcorp #1"|8|10|9228.31
3003001|"exportiexporti #1"|19|11|9164.22
5003001|"exportischolar #1"|17|6|9151.74
6006007|"corpcorp #7"|18|52|9115.60
2004001|"edu packimporto #1"|17|33|8984.40
2002001|"importoimporto #1"|17|14|8956.53
7015002|"scholarnameless #2"|6|18|8945.04
1004002|"edu packamalg #2"|6|51|8918.00
6014002|"edu packbrand #2"|17|33|8871.00
2003002|"exportiimporto #2"|18|24|8854.84
8012005|"importomaxi #5"|18|4|8842.68
4002002|"importoedu pack #2"|19|14|8774.37
7003002|"exportibrand #2"|8|14|8758.75
1004002|"edu packamalg #2"|17|20|8728.86
2004002|"edu packimporto #2"|19|15|8719.80
8014005|"edu packmaxi #5"|9|53|8696.88
9013002|"exportiunivamalg #2"|19|56|8673.00
7003002|"exportibrand #2"|9|16|8671.23
4002001|"importoedu pack #1"|18|50|8665.02
3002001|"importoexporti #1"|19|4|8664.04
7012010|"importonameless #10"|8|21|8630.05
6008005|"namelesscorp #5"|17|31|8617.48
10007012|"brandunivamalg #12"|8|39|8556.60
2003002|"exportiimporto #2"|9|31|8513.40
6015006|"scholarbrand #6"|19|4|8511.84
1004001|"edu packamalg #1"|18|17|8486.52
2003001|"exportiimporto #1"|7|54|8411.63
10016016|"corpamalgamalg #16"|6|16|8336.00
10004001|"edu packunivamalg #1"|17|23|8265.92
9012003|"importounivamalg #3"|9|46|8240.80
2003001|"exportiimporto #1"|19|42|8238.23
1004002|"edu packamalg #2"|6|12|8226.24
1003001|"exportiamalg #1"|8|54|8225.49
5001001|"amalgscholar #1"|8|44|8223.60
6001001|"amalgcorp #1"|8|22|8218.89
4003001|"exportiedu pack #1"|19|38|8213.38
2003002|"exportiimporto #2"|17|20|8210.40
7010003|"univnameless #3"|19|9|8147.52
10003007|"exportiunivamalg #7"|6|15|8146.60
9015011|"scholarunivamalg #11"|9|44|8143.20
10012011|"importoamalgamalg #11"|17|31|8139.09
9011008|"amalgunivamalg #8"|8|24|8090.28
10007012|"brandunivamalg #12"|17|45|8081.60
4001001|"amalgedu pack #1"|17|44|8058.05
3002002|"importoexporti #2"|18|25|8051.94
9007009|"brandmaxi #9"|19|58|8046.72
10016008|"corpamalgamalg #8"|8|46|8037.93
10015013|"scholaramalgamalg #13"|18|29|8035.28
6002003|"importocorp #3"|19|44|8028.36
9012003|"importounivamalg #3"|8|27|7970.27
2003001|"exportiimporto #1"|19|52|7962.30
4001001|"amalgedu pack #1"|6|25|7933.54
2001002|"amalgimporto #2"|6|36|7902.18
8002009|"importonameless #9"|18|28|7891.65
5004001|"edu packscholar #1"|18|9|7871.16
5003001|"exportischolar #1"|18|32|7868.93
3003001|"exportiexporti #1"|8|25|7817.40
5001001|"amalgscholar #1"|7|32|7805.60
4004002|"edu packedu pack #2"|19|54|7782.05
9014008|"edu packunivamalg #8"|18|40|7747.36
6012007|"importobrand #7"|17|25|7729.82
4003001|"exportiedu pack #1"|17|11|7726.88
7007010|"brandbrand #10"|19|37|7714.20
5003002|"exportischolar #2"|17|38|7700.48
6012002|"importobrand #2"|17|51|7698.40
10016008|"corpamalgamalg #8"|18|48|7685.04
5003001|"exportischolar #1"|17|11|7678.05
1003001|"exportiamalg #1"|17|48|7664.76
1002001|"importoamalg #1"|18|11|7662.45
3003001|"exportiexporti #1"|19|36|7661.50
2003002|"exportiimporto #2"|17|24|7644.00
7002003|"importobrand #3"|9|46|7603.33
4004001|"edu packedu pack #1"|19|16|7570.56
10004004|"edu packunivamalg #4"|18|34|7564.24
10008015|"namelessunivamalg #15"|19|38|7547.68
1003001|"exportiamalg #1"|9|44|7534.89
1004002|"edu packamalg #2"|19|52|7503.62
9011009|"amalgunivamalg #9"|7|42|7479.22
3002001|"importoexporti #1"|17|31|7469.43
4004002|"edu packedu pack #2"|7|14|7449.57
6015006|"scholarbrand #6"|7|22|7433.91
1004002|"edu packamalg #2"|6|24|7391.60
1002001|"importoamalg #1"|18|3|7361.29
3002002|"importoexporti #2"|9|25|7327.20
10012004|"importoamalgamalg #4"|17|38|7325.60
7009003|"maxibrand #3"|17|22|7316.10
1001001|"amalgamalg #1"|7|10|7306.20
7012003|"importonameless #3"|19|49|7294.29
7010009|"univnameless #9"|9|5|7265.60
9009002|"maximaxi #2"|7|16|7264.95
7012003|"importonameless #3"|7|31|7247.70
10012001|"importoamalgamalg #1"|7|43|7235.04
10006002|"corpunivamalg #2"|18|18|7219.92
7011001|"amalgnameless #1"|9|15|7203.70
8007010|"brandnameless #10"|18|42|7192.20
5003001|"exportischolar #1"|9|48|7164.51
2002001|"importoimporto #1"|17|48|7164.00
1001001|"amalgamalg #1"|9|59|7163.25
2004002|"edu packimporto #2"|18|36|7136.01
1004002|"edu packamalg #2"|19|15|7110.21
