wsk1|isk1|dmoy1|mean1|cov1|w_warehouse_sk|i_item_sk|d_moy|mean|cov
1|259|1|273.25|1.0087742758731477|1|259|2|465.5|1.234968449204432
1|575|1|275.5|1.4844936280146734|1|575|2|267.75|1.4374003249147362
1|1359|1|308.75|1.0713791937611|1|1359|2|312.25|1.2660463386035499
1|1363|1|444.25|1.0892927303213988|1|1363|2|313.75|1.2713506358073023
1|2039|1|187.5|1.2250927100216327|1|2039|2|371.3333333333333|1.4068392049480005
1|2131|1|388.0|1.3459013607807333|1|2131|2|320.25|1.0293384639423344
1|2557|1|251.5|1.0759441380786303|1|2557|2|389.0|1.0564927207699955
1|2645|1|266.25|1.1470653533968531|1|2645|2|255.5|1.2071789343636725
1|3629|1|329.75|1.3068534745016365|1|3629|2|299.3333333333333|1.0808644755673944
1|4715|1|235.0|1.0241802693292308|1|4715|2|339.25|1.0487065215291778
1|5081|1|349.0|1.0259400249064121|1|5081|2|388.0|1.1519109736141087
1|5703|1|220.25|1.2526299024404826|1|5703|2|379.3333333333333|1.331829221999546
1|5937|1|390.0|1.2329041312996214|1|5937|2|327.0|1.120660550725758
1|5939|1|288.3333333333333|1.5999093662725645|1|5939|2|74.0|1.2494459448984887
1|5959|1|244.5|1.266373299589515|1|5959|2|379.5|1.062239567822433
1|6487|1|267.5|1.1128671210449963|1|6487|2|330.75|1.2919959049674148
1|6839|1|363.6666666666667|1.1663351152019097|1|6839|2|142.25|1.4834026015559727
1|7001|1|218.33333333333334|1.2424404593263836|1|7001|2|177.25|1.0433562677308053
1|7287|1|351.5|1.0378688760300994|1|7287|2|336.3333333333333|1.6470958108514338
1|8025|1|363.25|1.0079274456050613|1|8025|2|318.0|1.3671905787838214
1|8369|1|232.25|1.4713897895852077|1|8369|2|419.5|1.0095991862990117
1|8451|1|317.25|1.0785221315853417|1|8451|2|240.0|1.0655348813311243
1|9825|1|346.25|1.1435835448243827|1|9825|2|372.75|1.1294409369891767
1|10193|1|394.6666666666667|1.1288691606458185|1|10193|2|347.25|1.0027427145048755
1|10575|1|253.0|1.022585485961283|1|10575|2|226.5|1.2860470688962542
1|10953|1|310.25|1.2956126513205177|1|10953|2|313.25|1.1982525522665075
1|11833|1|342.0|1.3856533565482838|1|11833|2|434.0|1.141302179118953
1|12037|1|382.75|1.1249027294896985|1|12037|2|311.25|1.0336909399834557
1|12105|1|406.6666666666667|1.2648104064046206|1|12105|2|304.0|1.4186774537974458
1|12355|1|352.3333333333333|1.155383881271|1|12355|2|193.33333333333334|1.1607008727714123
1|12621|1|372.0|1.2016489855302774|1|12621|2|320.5|1.093268757906208
1|12681|1|268.0|1.5220557387752964|1|12681|2|420.0|1.0908556212416736
1|12883|1|431.0|1.0031254821193567|1|12883|2|389.25|1.0066221244618183
1|13291|1|317.75|1.1098714871940214|1|13291|2|411.0|1.0608849140187078
1|13785|1|457.6666666666667|1.023969428674892|1|13785|2|258.5|1.278799652796242
1|14855|1|204.75|1.2086859596595128|1|14855|2|215.75|1.173489092668727
1|14949|1|368.3333333333333|1.2485037829802392|1|14949|2|421.5|1.0948051317923242
1|15161|1|425.25|1.0057053075117497|1|15161|2|249.25|1.7094455999093092
1|15601|1|342.0|1.1004671256438543|1|15601|2|263.25|1.0112380183552458
1|16211|1|284.25|1.4349692081821517|1|16211|2|131.75|1.6241628046737508
1|16249|1|343.0|1.0844305400401002|1|16249|2|426.0|1.1652196906868433
1|17229|1|249.0|1.0733390364920734|1|17229|2|350.0|1.0116061183956482
1|17247|1|376.25|1.083778031118058|1|17247|2|406.6666666666667|1.0741380299526158
1|17635|1|318.0|1.1491577492062108|1|17635|2|221.0|1.0918393579624017
1|17655|1|350.0|1.4408755841430556|1|17655|2|313.0|1.3878948741935082
