channel|id|sales|returns_|profit
NULL|NULL|127786521.68|6347735.20|-36694662.50
catalog channel|NULL|44067051.06|2326780.03|-6102439.52
catalog channel|catalog_pageAAAAAAAAAADBAAAA|74161.33|5660.98|5190.80
catalog channel|catalog_pageAAAAAAAAABABAAAA|191348.60|786.49|-533.22
catalog channel|catalog_pageAAAAAAAAABDBAAAA|55735.06|1051.00|-9748.42
catalog channel|catalog_pageAAAAAAAAACABAAAA|175273.15|11147.98|-16154.85
catalog channel|catalog_pageAAAAAAAAACDBAAAA|60341.39|7870.03|-29990.09
catalog channel|catalog_pageAAAAAAAAADABAAAA|216645.39|6305.29|-18645.50
catalog channel|catalog_pageAAAAAAAAADDBAAAA|47398.04|2030.70|-9661.10
catalog channel|catalog_pageAAAAAAAAAEABAAAA|208862.59|4115.72|-27038.68
catalog channel|catalog_pageAAAAAAAAAEDBAAAA|54552.92|530.01|-7754.57
catalog channel|catalog_pageAAAAAAAAAFABAAAA|198384.29|16620.45|-8019.64
catalog channel|catalog_pageAAAAAAAAAFDBAAAA|53399.63|1386.19|-2630.55
catalog channel|catalog_pageAAAAAAAAAGABAAAA|248054.44|13788.68|-29050.74
catalog channel|catalog_pageAAAAAAAAAGDBAAAA|39150.52|2556.91|-5623.04
catalog channel|catalog_pageAAAAAAAAAHABAAAA|224918.58|13707.86|-31823.77
catalog channel|catalog_pageAAAAAAAAAHDBAAAA|54694.50|1544.59|-5887.74
catalog channel|catalog_pageAAAAAAAAAIABAAAA|113051.56|5897.30|-16962.01
catalog channel|catalog_pageAAAAAAAAAIDBAAAA|29063.10|1159.23|-16454.03
catalog channel|catalog_pageAAAAAAAAAJABAAAA|122198.83|2855.05|-14299.24
catalog channel|catalog_pageAAAAAAAAAKABAAAA|145149.96|3404.36|-2436.36
catalog channel|catalog_pageAAAAAAAAALABAAAA|126814.87|9953.89|4916.29
catalog channel|catalog_pageAAAAAAAAALCBAAAA|56324.27|540.50|-8333.37
catalog channel|catalog_pageAAAAAAAAAMABAAAA|104877.41|12236.08|-6821.25
catalog channel|catalog_pageAAAAAAAAAMCBAAAA|57925.87|11895.44|5423.86
catalog channel|catalog_pageAAAAAAAAANABAAAA|87833.43|1369.26|-39531.28
catalog channel|catalog_pageAAAAAAAAANCBAAAA|84787.95|0.00|1361.91
catalog channel|catalog_pageAAAAAAAAAOABAAAA|73990.00|6583.37|-25498.29
catalog channel|catalog_pageAAAAAAAAAOCBAAAA|26973.87|5038.34|-7781.29
catalog channel|catalog_pageAAAAAAAAAPCBAAAA|35604.27|1446.36|-7984.54
catalog channel|catalog_pageAAAAAAAABADBAAAA|32091.17|637.26|-19005.79
catalog channel|catalog_pageAAAAAAAABBABAAAA|237707.44|21636.33|-12217.06
catalog channel|catalog_pageAAAAAAAABBDBAAAA|71123.95|1520.40|-3867.11
catalog channel|catalog_pageAAAAAAAABCABAAAA|214840.10|21011.61|-26421.09
catalog channel|catalog_pageAAAAAAAABCDBAAAA|50647.10|546.10|2281.77
catalog channel|catalog_pageAAAAAAAABDABAAAA|225258.43|3977.26|-2824.37
catalog channel|catalog_pageAAAAAAAABDDBAAAA|64701.19|637.33|1842.73
