brand_id|brand|t_hour|t_minute|ext_price
1001002|amalgamalg #2|17|54|NULL
1002002|importoamalg #2|18|54|NULL
1004001|edu packamalg #1|19|5|NULL
2002001|importoimporto #1|19|34|NULL
2002001|importoimporto #1|19|51|NULL
2003001|exportiimporto #1|9|57|NULL
2003001|exportiimporto #1|18|43|NULL
3001001|amalgexporti #1|17|20|NULL
3002001|importoexporti #1|18|4|NULL
3004001|edu packexporti #1|9|1|NULL
4002001|importoedu pack #1|9|35|NULL
4002002|importoedu pack #2|19|7|NULL
4003001|exportiedu pack #1|9|45|NULL
4003002|exportiedu pack #2|17|52|NULL
5001001|amalgscholar #1|17|54|NULL
5001002|amalgscholar #2|18|17|NULL
6005001|scholarcorp #1|9|21|NULL
6008002|namelesscorp #2|19|0|NULL
6008007|namelesscorp #7|17|51|NULL
6012005|importobrand #5|9|36|NULL
6015004|scholarbrand #4|17|20|NULL
6016008|corpbrand #8|19|14|NULL
7001007|amalgbrand #7|9|51|NULL
7004009|edu packbrand #9|19|39|NULL
7005006|scholarbrand #6|17|52|NULL
7007004|brandbrand #4|19|30|NULL
7009003|maxibrand #3|17|2|NULL
7010004|univnameless #4|9|11|NULL
8001004|amalgnameless #4|8|20|NULL
8004003|edu packnameless #3|9|34|NULL
8008003|namelessnameless #3|8|30|NULL
8009009|maxinameless #9|18|20|NULL
8013004|exportimaxi #4|19|39|NULL
8015003|scholarmaxi #3|17|7|NULL
8016001|corpmaxi #1|18|53|NULL
9002011|importomaxi #11|9|21|NULL
9004011|edu packmaxi #11|8|58|NULL
9011008|amalgunivamalg #8|9|5|NULL
9011009|amalgunivamalg #9|8|4|NULL
9013009|exportiunivamalg #9|9|2|NULL
9013011|exportiunivamalg #11|17|7|NULL
9014011|edu packunivamalg #11|6|32|NULL
9015002|scholarunivamalg #2|18|55|NULL
10001017|amalgunivamalg #17|18|9|NULL
10002012|importounivamalg #12|17|40|NULL
10003008|exportiunivamalg #8|18|57|NULL
10003011|exportiunivamalg #11|8|12|NULL
10003015|exportiunivamalg #15|18|46|NULL
10005014|scholarunivamalg #14|19|54|NULL
10012002|importoamalgamalg #2|9|37|NULL
10012011|importoamalgamalg #11|9|40|NULL
10012017|importoamalgamalg #17|19|31|NULL
10014016|edu packamalgamalg #16|18|48|NULL
10016006|corpamalgamalg #6|17|37|NULL
10016008|corpamalgamalg #8|18|23|NULL
10016016|corpamalgamalg #16|17|8|NULL
4002001|importoedu pack #1|19|57|28364.28
3002001|importoexporti #1|19|44|24703.41
2004002|edu packimporto #2|17|23|24584.49
10016003|corpamalgamalg #3|18|27|23408.82
3001002|amalgexporti #2|18|5|22929.51
2003002|exportiimporto #2|17|49|22103.22
4002002|importoedu pack #2|9|19|22041.00
3004001|edu packexporti #1|9|37|21567.00
2002001|importoimporto #1|19|59|21179.00
6011007|amalgbrand #7|19|8|21169.96
9007009|brandmaxi #9|19|42|20833.66
2001001|amalgimporto #1|18|44|20407.66
10003008|exportiunivamalg #8|18|33|20395.20
8009005|maxinameless #5|18|7|20230.48
6008005|namelesscorp #5|19|52|19580.89
7008005|namelessbrand #5|17|29|19378.66
1002001|importoamalg #1|17|8|19368.64
10014016|edu packamalgamalg #16|18|41|19353.04
3003002|exportiexporti #2|17|37|19277.44
8005005|scholarnameless #5|9|10|19170.40
1001001|amalgamalg #1|18|52|19080.80
7015009|scholarnameless #9|19|15|18998.00
9013008|exportiunivamalg #8|19|29|18983.00
7001005|amalgbrand #5|18|44|18878.85
1004002|edu packamalg #2|19|25|18725.23
3001001|amalgexporti #1|9|56|18630.81
6009007|maxicorp #7|8|9|18530.69
7009010|maxibrand #10|18|9|18514.67
4002001|importoedu pack #1|17|32|18351.79
4002001|importoedu pack #1|6|10|18095.48
4003001|exportiedu pack #1|19|3|18063.86
1001001|amalgamalg #1|9|15|17782.04
5001001|amalgscholar #1|18|20|17680.00
9016005|corpunivamalg #5|19|42|17650.00
5003002|exportischolar #2|8|37|17189.74
3002001|importoexporti #1|6|24|17176.76
6008005|namelesscorp #5|18|43|17173.44
2001001|amalgimporto #1|17|29|17069.35
5004001|edu packscholar #1|18|51|16963.04
2003001|exportiimporto #1|9|56|16887.29
5001002|amalgscholar #2|8|21|16870.03
6015005|scholarbrand #5|8|3|16851.10
5004001|edu packscholar #1|9|39|16820.59
4002001|importoedu pack #1|18|19|16699.50
1002001|importoamalg #1|19|37|16692.49
4004002|edu packedu pack #2|18|46|16650.00
6015006|scholarbrand #6|8|25|16618.92
3003001|exportiexporti #1|19|17|16373.02
9014002|edu packunivamalg #2|9|53|16343.53
6015004|scholarbrand #4|18|16|16333.98
5002001|importoscholar #1|7|23|16322.60
9002003|importomaxi #3|18|19|16240.50
8005008|scholarnameless #8|19|15|16232.72
4003001|exportiedu pack #1|9|40|16152.50
7005006|scholarbrand #6|6|25|16139.52
3003002|exportiexporti #2|19|35|16133.12
3003001|exportiexporti #1|17|23|16108.91
8004003|edu packnameless #3|7|43|16049.88
6015004|scholarbrand #4|18|7|15876.88
9009003|maximaxi #3|8|5|15837.48
9003008|exportimaxi #8|17|30|15835.82
4003001|exportiedu pack #1|8|4|15748.80
9005009|scholarmaxi #9|19|50|15560.16
7002003|importobrand #3|7|30|15501.00
3002001|importoexporti #1|17|26|15494.40
1004002|edu packamalg #2|6|37|15458.46
9011008|amalgunivamalg #8|8|11|15457.50
6008002|namelesscorp #2|19|8|15444.00
1004001|edu packamalg #1|17|8|15372.24
10007014|brandunivamalg #14|18|57|15336.36
1003002|exportiamalg #2|6|46|15325.62
3004002|edu packexporti #2|17|40|15299.52
8015005|scholarmaxi #5|19|18|15218.32
2001001|amalgimporto #1|18|36|15207.94
10016016|corpamalgamalg #16|17|40|15158.08
3004001|edu packexporti #1|17|39|15143.71
1002001|importoamalg #1|19|22|14910.09
9010009|univunivamalg #9|18|10|14863.20
4001001|amalgedu pack #1|19|38|14817.76
9016002|corpunivamalg #2|18|16|14672.35
1002001|importoamalg #1|18|55|14653.21
4003002|exportiedu pack #2|9|0|14499.45
9014003|edu packunivamalg #3|19|15|14495.04
8011007|amalgmaxi #7|17|23|14450.13
7008006|namelessbrand #6|8|11|14444.43
7015002|scholarnameless #2|9|2|14423.37
3004001|edu packexporti #1|8|30|14373.94
1001002|amalgamalg #2|18|16|14337.71
10013003|exportiamalgamalg #3|17|8|14319.16
4001001|amalgedu pack #1|8|3|14305.26
7010001|univnameless #1|17|26|14268.24
7007004|brandbrand #4|18|52|14246.00
7007010|brandbrand #10|18|27|14239.60
1002001|importoamalg #1|9|2|14185.40
7006003|corpbrand #3|18|48|14095.32
10016006|corpamalgamalg #6|18|9|14075.59
1003001|exportiamalg #1|17|0|14017.07
6012008|importobrand #8|9|54|14002.40
10006009|corpunivamalg #9|19|36|13985.84
9011009|amalgunivamalg #9|17|25|13961.61
8004003|edu packnameless #3|6|37|13937.54
6008007|namelesscorp #7|8|28|13874.40
3003001|exportiexporti #1|8|48|13858.39
1003002|exportiamalg #2|9|37|13839.21
9010009|univunivamalg #9|9|29|13838.82
6003007|exporticorp #7|17|17|13824.78
1003001|exportiamalg #1|18|54|13819.95
5004002|edu packscholar #2|6|10|13798.41
1003002|exportiamalg #2|17|1|13738.46
9006011|corpmaxi #11|17|21|13716.63
5003001|exportischolar #1|18|52|13713.05
1001001|amalgamalg #1|17|19|13557.27
1004001|edu packamalg #1|19|44|13524.76
7016001|corpnameless #1|17|48|13486.20
6013006|exportibrand #6|18|59|13449.33
4001001|amalgedu pack #1|9|0|13431.59
7006005|corpbrand #5|19|4|13428.48
7008009|namelessbrand #9|18|48|13397.00
1004002|edu packamalg #2|17|36|13342.44
7011008|amalgnameless #8|17|32|13300.96
2002001|importoimporto #1|18|35|13299.50
3004001|edu packexporti #1|9|19|13291.65
3003001|exportiexporti #1|18|12|13232.58
2003001|exportiimporto #1|7|25|13224.06
1001001|amalgamalg #1|8|27|13223.80
8010009|univmaxi #9|18|39|13141.85
10016001|corpamalgamalg #1|18|49|13107.93
1004001|edu packamalg #1|17|13|13069.38
9006005|corpmaxi #5|17|38|13066.68
7010010|univnameless #10|18|53|13039.68
8014005|edu packmaxi #5|6|5|13032.84
1004001|edu packamalg #1|9|37|13008.58
6005001|scholarcorp #1|8|37|13005.36
2002001|importoimporto #1|17|26|12978.54
3003001|exportiexporti #1|19|54|12969.88
3003001|exportiexporti #1|8|21|12896.99
4004001|edu packedu pack #1|7|56|12890.16
4004001|edu packedu pack #1|18|53|12884.76
9014008|edu packunivamalg #8|18|23|12881.12
1001001|amalgamalg #1|17|55|12860.32
1001002|amalgamalg #2|6|29|12834.00
1001001|amalgamalg #1|9|14|12830.79
9015009|scholarunivamalg #9|19|39|12777.20
7002008|importobrand #8|18|35|12739.76
2003002|exportiimporto #2|18|49|12724.40
10008002|namelessunivamalg #2|19|47|12676.45
7003001|exportibrand #1|19|43|12567.06
8004009|edu packnameless #9|7|9|12543.04
2001001|amalgimporto #1|17|43|12535.11
2002001|importoimporto #1|18|42|12530.18
6006003|corpcorp #3|8|3|12443.15
5001002|amalgscholar #2|19|59|12365.69
10003011|exportiunivamalg #11|9|24|12364.65
7009005|maxibrand #5|8|12|12358.26
2003002|exportiimporto #2|18|13|12358.17
6009002|maxicorp #2|7|49|12355.36
2001001|amalgimporto #1|17|46|12339.33
6011001|amalgbrand #1|6|31|12330.90
2002002|importoimporto #2|17|58|12326.25
4001001|amalgedu pack #1|9|3|12302.40
9003008|exportimaxi #8|9|17|12301.47
1002001|importoamalg #1|18|17|12299.11
4004001|edu packedu pack #1|19|22|12284.25
4002001|importoedu pack #1|17|19|12248.30
9015011|scholarunivamalg #11|18|28|12245.76
3003001|exportiexporti #1|19|51|12234.81
9009009|maximaxi #9|9|39|12206.56
9004008|edu packmaxi #8|18|36|12171.06
9004003|edu packmaxi #3|17|16|12104.04
2004001|edu packimporto #1|19|1|12102.33
4004001|edu packedu pack #1|8|52|12073.84
6014007|edu packbrand #7|9|58|12062.70
8004003|edu packnameless #3|18|20|12020.00
4001002|amalgedu pack #2|17|4|12010.04
4002001|importoedu pack #1|9|50|11997.16
5002001|importoscholar #1|19|28|11993.90
4003001|exportiedu pack #1|18|48|11911.92
2004001|edu packimporto #1|19|52|11906.35
2001002|amalgimporto #2|8|23|11903.76
5003001|exportischolar #1|17|39|11899.04
3002002|importoexporti #2|17|19|11877.20
6003005|exporticorp #5|18|38|11874.75
9015005|scholarunivamalg #5|9|20|11870.52
7012009|importonameless #9|17|20|11850.52
5001002|amalgscholar #2|19|49|11846.84
8006008|corpnameless #8|9|24|11779.05
4002001|importoedu pack #1|18|33|11770.82
4003001|exportiedu pack #1|18|47|11750.00
9006009|corpmaxi #9|17|11|11740.56
10009013|maxiunivamalg #13|7|34|11727.90
3004001|edu packexporti #1|19|25|11716.88
3003001|exportiexporti #1|8|57|11713.52
1001001|amalgamalg #1|9|49|11710.65
3003002|exportiexporti #2|19|36|11668.80
2001001|amalgimporto #1|18|50|11637.99
1004002|edu packamalg #2|17|49|11588.01
1003001|exportiamalg #1|9|30|11566.72
8008002|namelessnameless #2|9|18|11538.52
8011007|amalgmaxi #7|18|45|11531.52
2001002|amalgimporto #2|18|45|11512.16
5003001|exportischolar #1|17|42|11468.40
8010005|univmaxi #5|19|6|11460.12
5004001|edu packscholar #1|7|46|11459.64
8005009|scholarnameless #9|7|52|11459.50
4004001|edu packedu pack #1|19|23|11458.96
7013002|exportinameless #2|19|51|11457.60
5004001|edu packscholar #1|8|51|11455.86
1001001|amalgamalg #1|18|55|11453.22
5001002|amalgscholar #2|17|18|11435.34
6010002|univbrand #2|19|50|11429.88
8010009|univmaxi #9|7|13|11393.20
10011014|amalgamalgamalg #14|18|10|11380.50
2003001|exportiimporto #1|8|50|11368.70
1003001|exportiamalg #1|17|30|11346.00
7015003|scholarnameless #3|9|56|11331.48
9001011|amalgmaxi #11|18|26|11327.95
9015011|scholarunivamalg #11|8|23|11325.90
7016001|corpnameless #1|18|31|11319.60
9004011|edu packmaxi #11|17|1|11227.35
6007003|brandcorp #3|8|59|11211.85
8005006|scholarnameless #6|8|18|11177.48
5003002|exportischolar #2|7|29|11154.00
6014002|edu packbrand #2|17|26|11149.54
10016001|corpamalgamalg #1|17|41|11143.30
3003001|exportiexporti #1|18|41|11139.19
4004001|edu packedu pack #1|8|58|11118.12
5002002|importoscholar #2|19|55|11114.64
5002002|importoscholar #2|17|13|11105.29
7004007|edu packbrand #7|6|38|11097.60
10009009|maxiunivamalg #9|9|49|11076.43
2002001|importoimporto #1|9|7|11055.13
8011007|amalgmaxi #7|9|16|11052.36
1003001|exportiamalg #1|17|14|11050.27
6016003|corpbrand #3|7|31|11003.30
1001001|amalgamalg #1|18|49|10997.76
4002001|importoedu pack #1|18|11|10991.50
6005001|scholarcorp #1|17|23|10990.07
5001002|amalgscholar #2|18|56|10965.85
5004001|edu packscholar #1|19|59|10937.00
8001004|amalgnameless #4|19|40|10924.47
6008002|namelesscorp #2|8|56|10922.85
3002001|importoexporti #1|18|42|10891.90
1002001|importoamalg #1|17|43|10887.75
1003002|exportiamalg #2|18|21|10857.05
4004002|edu packedu pack #2|17|16|10843.20
8005003|scholarnameless #3|19|12|10842.81
6016005|corpbrand #5|8|49|10833.75
2004002|edu packimporto #2|19|43|10830.68
9007003|brandmaxi #3|17|32|10829.28
9004008|edu packmaxi #8|8|57|10807.03
2004002|edu packimporto #2|8|5|10806.46
7010001|univnameless #1|7|39|10787.84
6016005|corpbrand #5|6|6|10752.39
7006001|corpbrand #1|9|55|10739.62
3003001|exportiexporti #1|8|6|10732.80
7001009|amalgbrand #9|19|24|10731.16
5002001|importoscholar #1|18|30|10724.67
8016001|corpmaxi #1|8|30|10723.13
3002001|importoexporti #1|6|16|10722.65
9001011|amalgmaxi #11|17|22|10711.29
2001001|amalgimporto #1|7|8|10700.76
2001001|amalgimporto #1|8|13|10683.88
2004002|edu packimporto #2|9|29|10682.28
6003003|exporticorp #3|17|40|10682.14
10015009|scholaramalgamalg #9|8|34|10666.65
2004002|edu packimporto #2|19|22|10662.42
1002002|importoamalg #2|18|32|10637.25
2001001|amalgimporto #1|17|39|10618.59
4002001|importoedu pack #1|17|59|10607.92
2004002|edu packimporto #2|17|59|10565.72
4004002|edu packedu pack #2|18|7|10549.76
2003001|exportiimporto #1|8|28|10549.00
8005009|scholarnameless #9|18|6|10543.14
1002002|importoamalg #2|17|9|10540.28
7009005|maxibrand #5|6|26|10536.81
4002001|importoedu pack #1|17|41|10531.44
5001002|amalgscholar #2|9|1|10519.74
1002001|importoamalg #1|19|7|10506.00
10013013|exportiamalgamalg #13|17|32|10497.50
9003011|exportimaxi #11|9|40|10483.14
1004002|edu packamalg #2|9|10|10480.17
8010005|univmaxi #5|17|56|10461.12
4002001|importoedu pack #1|19|58|10424.88
3003001|exportiexporti #1|19|9|10403.50
1004001|edu packamalg #1|7|48|10389.82
4004001|edu packedu pack #1|9|7|10378.78
1003001|exportiamalg #1|18|44|10375.23
10011017|amalgamalgamalg #17|17|4|10372.70
6009007|maxicorp #7|9|38|10368.75
10006008|corpunivamalg #8|9|13|10350.00
8004001|edu packnameless #1|9|8|10348.80
10003004|exportiunivamalg #4|9|5|10338.24
7004004|edu packbrand #4|7|35|10322.64
9001003|amalgmaxi #3|6|43|10314.54
1002001|importoamalg #1|17|36|10302.39
4004001|edu packedu pack #1|17|10|10296.92
6014002|edu packbrand #2|19|55|10281.96
9009003|maximaxi #3|17|54|10251.64
3001001|amalgexporti #1|8|14|10217.69
7008006|namelessbrand #6|18|8|10195.20
7016007|corpnameless #7|7|6|10191.57
8008002|namelessnameless #2|9|0|10183.68
3002001|importoexporti #1|17|51|10183.65
3001002|amalgexporti #2|19|37|10152.80
5002001|importoscholar #1|19|55|10137.95
3003002|exportiexporti #2|19|56|10126.00
10008015|namelessunivamalg #15|7|37|10123.19
7007004|brandbrand #4|17|53|10105.15
4003001|exportiedu pack #1|18|12|10104.40
3001001|amalgexporti #1|19|50|10090.38
2002001|importoimporto #1|8|14|10079.84
4002002|importoedu pack #2|17|10|10042.20
1003001|exportiamalg #1|9|49|10039.60
8008009|namelessnameless #9|19|56|10039.26
10002007|importounivamalg #7|17|45|10034.72
5001001|amalgscholar #1|17|34|10034.48
2003002|exportiimporto #2|9|56|10028.67
6015006|scholarbrand #6|9|14|10006.84
2001001|amalgimporto #1|19|19|10002.28
2001001|amalgimporto #1|19|12|9991.62
9001011|amalgmaxi #11|19|37|9981.80
9015009|scholarunivamalg #9|19|1|9977.42
5003001|exportischolar #1|17|20|9969.17
9008005|namelessmaxi #5|7|9|9962.85
2004002|edu packimporto #2|19|35|9962.46
8016003|corpmaxi #3|7|49|9952.65
3001002|amalgexporti #2|17|23|9919.90
2001002|amalgimporto #2|18|25|9919.80
7013002|exportinameless #2|8|13|9919.00
7015002|scholarnameless #2|8|20|9918.25
9002011|importomaxi #11|6|5|9912.70
8013009|exportimaxi #9|19|3|9895.50
1003001|exportiamalg #1|6|11|9893.80
1004001|edu packamalg #1|6|29|9892.34
7006004|NULL|8|27|9876.96
2004002|edu packimporto #2|9|12|9875.14
9007003|brandmaxi #3|19|0|9874.80
10015005|scholaramalgamalg #5|19|2|9861.67
6005007|scholarcorp #7|18|51|9847.17
4001002|amalgedu pack #2|8|41|9838.36
7015003|scholarnameless #3|9|42|9766.93
8010009|univmaxi #9|17|27|9764.88
1001002|amalgamalg #2|17|6|9762.48
1003001|exportiamalg #1|19|24|9751.11
1001001|amalgamalg #1|17|18|9746.29
2004002|edu packimporto #2|17|0|9720.80
6014002|edu packbrand #2|7|10|9714.74
9001011|amalgmaxi #11|17|12|9698.96
8010009|univmaxi #9|18|54|9683.51
6006002|corpcorp #2|9|55|9681.36
2003001|exportiimporto #1|17|19|9680.49
9011008|amalgunivamalg #8|17|37|9666.44
1001001|amalgamalg #1|9|55|9650.90
10003004|exportiunivamalg #4|19|44|9650.27
6001007|amalgcorp #7|18|46|9639.76
10009017|maxiunivamalg #17|18|53|9606.24
7005006|scholarbrand #6|17|16|9567.36
4002002|importoedu pack #2|18|56|9563.23
9012005|importounivamalg #5|19|9|9553.53
4004001|edu packedu pack #1|8|48|9523.32
2002001|importoimporto #1|18|23|9515.34
7008009|namelessbrand #9|17|8|9508.72
5002002|importoscholar #2|18|41|9503.86
4003001|exportiedu pack #1|17|7|9499.83
6016003|corpbrand #3|19|23|9489.04
5001002|amalgscholar #2|9|18|9485.32
8014005|edu packmaxi #5|19|38|9482.20
10016013|corpamalgamalg #13|9|47|9477.60
5004001|edu packscholar #1|17|22|9476.34
2002002|importoimporto #2|18|17|9471.66
3003001|exportiexporti #1|17|47|9459.84
4004001|edu packedu pack #1|19|46|9457.34
10002007|importounivamalg #7|6|7|9428.12
3004001|edu packexporti #1|7|55|9425.52
8012010|importomaxi #10|9|18|9421.20
1003001|exportiamalg #1|8|43|9417.31
6001007|amalgcorp #7|9|45|9411.00
1003001|exportiamalg #1|17|10|9401.06
1002001|importoamalg #1|9|15|9395.21
4001001|amalgedu pack #1|9|55|9394.45
3001001|amalgexporti #1|8|55|9388.80
10004004|edu packunivamalg #4|17|2|9375.36
4004002|edu packedu pack #2|18|24|9367.68
8007007|brandnameless #7|8|21|9360.26
1001001|amalgamalg #1|19|16|9358.00
3001001|amalgexporti #1|18|40|9349.13
8012004|importomaxi #4|9|31|9347.46
5004001|edu packscholar #1|18|53|9346.50
10008002|namelessunivamalg #2|9|10|9337.60
3002001|importoexporti #1|9|31|9334.80
7013009|exportinameless #9|6|54|9330.90
2004001|edu packimporto #1|19|9|9308.96
6005001|scholarcorp #1|8|13|9305.52
7008009|namelessbrand #9|17|5|9299.85
8016004|corpmaxi #4|17|51|9289.65
5001002|amalgscholar #2|7|31|9274.40
6008003|namelesscorp #3|19|51|9269.44
1002001|importoamalg #1|18|7|9264.94
2001002|amalgimporto #2|18|59|9257.75
4002002|importoedu pack #2|19|31|9254.07
3002001|importoexporti #1|18|20|9252.03
8011008|amalgmaxi #8|18|35|9219.75
9007003|brandmaxi #3|7|37|9187.12
5003001|exportischolar #1|7|36|9185.40
7009003|maxibrand #3|6|53|9167.55
6015004|scholarbrand #4|18|23|9165.12
5003002|exportischolar #2|17|32|9163.44
7013002|exportinameless #2|18|40|9160.96
10016006|corpamalgamalg #6|17|43|9160.91
1003001|exportiamalg #1|6|56|9158.60
3004001|edu packexporti #1|18|47|9149.14
6002003|importocorp #3|18|35|9140.04
10002007|importounivamalg #7|19|51|9136.94
9011008|amalgunivamalg #8|17|41|9118.65
8010005|univmaxi #5|18|22|9113.60
10009006|maxiunivamalg #6|9|45|9109.44
4002001|importoedu pack #1|19|46|9102.81
1002001|importoamalg #1|17|44|9097.55
10016003|corpamalgamalg #3|8|31|9095.20
2001002|amalgimporto #2|9|39|9089.50
8004005|edu packnameless #5|7|25|9058.32
3004001|edu packexporti #1|19|45|9048.59
2002001|importoimporto #1|19|45|9035.82
2004002|edu packimporto #2|6|26|9025.30
2001002|amalgimporto #2|17|24|9006.40
5004002|edu packscholar #2|18|43|9006.00
1001001|amalgamalg #1|9|8|9005.38
8005005|scholarnameless #5|18|37|8998.20
5003001|exportischolar #1|9|10|8995.80
2002001|importoimporto #1|9|23|8993.00
6015005|scholarbrand #5|6|46|8982.20
5002001|importoscholar #1|6|18|8969.48
10007014|brandunivamalg #14|18|47|8967.60
2002001|importoimporto #1|9|59|8964.51
10007015|brandunivamalg #15|9|54|8953.00
5003002|exportischolar #2|19|35|8949.62
2004002|edu packimporto #2|17|15|8946.50
2001001|amalgimporto #1|19|50|8943.22
1003001|exportiamalg #1|17|41|8923.52
7015003|scholarnameless #3|17|20|8918.25
4004001|edu packedu pack #1|8|49|8914.12
10010001|univamalgamalg #1|17|11|8909.01
6012003|importobrand #3|17|30|8908.37
10009013|maxiunivamalg #13|8|4|8906.24
5004001|edu packscholar #1|18|17|8892.40
1001002|amalgamalg #2|17|28|8869.72
7016005|corpnameless #5|19|57|8868.78
5004002|edu packscholar #2|17|13|8867.04
10016017|corpamalgamalg #17|9|37|8842.68
2001001|amalgimporto #1|9|38|8840.10
4002001|importoedu pack #1|19|4|8837.96
8014005|edu packmaxi #5|18|32|8834.24
3001001|amalgexporti #1|19|16|8833.18
2001001|amalgimporto #1|18|12|8832.15
8004003|edu packnameless #3|17|41|8824.97
7013002|exportinameless #2|18|13|8824.09
5004001|edu packscholar #1|19|11|8812.50
5002002|importoscholar #2|7|30|8811.44
10014016|edu packamalgamalg #16|9|51|8799.34
7012010|importonameless #10|19|12|8770.06
3001002|amalgexporti #2|9|47|8764.47
5001002|amalgscholar #2|18|4|8753.86
10001017|amalgunivamalg #17|9|15|8752.42
4001002|amalgedu pack #2|9|24|8735.00
9009005|maximaxi #5|8|23|8731.66
1004001|edu packamalg #1|17|42|8731.08
3001002|amalgexporti #2|17|11|8727.98
